seqnames	start	end	width	CpG	X25t_UVB.mu	X25t_UA.mu	X25t_UVB..25t_UA.diff	X25t_UVB..25t_UA.pval	annotation	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
chr1	9548073	9548072	0	1	0.3142138	0.0646132	-0.2496006	0.0299455	Promoter (<=1kb)	9548046	9577968	29923	1	Adhfe1	27
chr1	9548076	9548075	0	1	0.1918749	0.0169174	-0.1749575	0.0483684	Promoter (<=1kb)	9548046	9577968	29923	1	Adhfe1	30
chr1	9548109	9548108	0	1	0.4336741	0.0175522	-0.4161218	0.0002669	Promoter (<=1kb)	9548046	9577968	29923	1	Adhfe1	63
chr1	9548111	9548110	0	1	0.4037259	0.1075524	-0.2961735	0.0192195	Promoter (<=1kb)	9548046	9577968	29923	1	Adhfe1	65
chr1	9548199	9548198	0	1	0.0253477	0.3961239	0.3707762	0.0081674	Promoter (<=1kb)	9548046	9577968	29923	1	Adhfe1	153
chr1	9853765	9853764	0	1	0.2188613	0.8502571	0.6313958	0.0207287	Intron (NM_133220/Sgk3, intron 2 of 17)	9908638	9940954	32317	1	Mcmdc2	-54874
chr1	9968889	9968888	0	1	0.7620077	0.9415016	0.1794939	0.049662	Promoter (1-2kb)	9960163	9967485	7323	2	Tcf24	-1404
chr1	10311563	10311562	0	1	0.6392918	0.2796025	-0.3596894	0.0164783	Distal Intergenic	10137507	10232670	95164	2	Arfgef1	-78893
chr1	10348907	10348906	0	1	0.8551772	0.518407	-0.3367702	0.0441934	Intron (NM_001289497/Cpa6, intron 7 of 9)	10137507	10232670	95164	2	Arfgef1	-116237
chr1	10554631	10554630	0	1	0.1271614	0.4575353	0.3303739	0.0168297	Intron (NM_001289497/Cpa6, intron 2 of 9)	10324719	10719945	395227	2	Cpa6	165315
chr1	10993547	10993546	0	1	0.3110999	0.0209593	-0.2901406	0.0411057	Promoter (<=1kb)	10993465	11303682	310218	1	Prex2	82
chr1	11276227	11276226	0	1	0.2633391	0.8656478	0.6023087	0.0122782	Intron (NM_029525/Prex2, intron 37 of 39)	11414105	11975902	561798	1	A830018L16Rik	-137879
chr1	11276280	11276279	0	1	0.651651	0.9102578	0.2586068	0.043248	Intron (NM_029525/Prex2, intron 37 of 39)	11414105	11975902	561798	1	A830018L16Rik	-137826
chr1	11329354	11329353	0	1	0.2253292	0.5610035	0.3356742	0.0408756	Distal Intergenic	11414105	11975902	561798	1	A830018L16Rik	-84752
chr1	11329519	11329518	0	1	0.3778844	0.159554	-0.2183304	0.0475363	Distal Intergenic	11414105	11975902	561798	1	A830018L16Rik	-84587
chr1	11565423	11565422	0	1	0.6220231	0.2365921	-0.385431	0.0393636	Intron (NM_001160370/A830018L16Rik, intron 5 of 6)	11414105	11975902	561798	1	A830018L16Rik	151318
chr1	12600394	12600393	0	1	0.9297546	0.6479207	-0.281834	0.0303547	Distal Intergenic	12667563	12673090	5528	1	Gm17644	-67170
chr1	12711577	12711576	0	1	0.8574834	0.5190955	-0.3383879	0.0324368	Intron (NM_001198565/Sulf1, intron 1 of 21)	12692430	12860372	167943	1	Sulf1	19147
chr1	12835507	12835506	0	1	0.7855605	0.4066386	-0.3789219	0.0216167	Intron (NM_001198565/Sulf1, intron 12 of 21)	12692430	12860372	167943	1	Sulf1	143077
chr1	12865759	12865758	0	1	0.839547	0.6120657	-0.2274813	0.0436641	Downstream (<1kb)	12866550	12991135	124586	2	Slco5a1	125377
chr1	13074269	13074268	0	1	0.6056365	0.8875859	0.2819494	0.0046192	Distal Intergenic	13113428	13127163	13736	2	Prdm14	52895
chr1	13076566	13076565	0	1	0.3693932	0.8409584	0.4715651	0.0227199	Distal Intergenic	13113428	13127163	13736	2	Prdm14	50598
chr1	13104284	13104283	0	1	0.2945293	0.8163662	0.5218369	0.0059318	Distal Intergenic	13113428	13127163	13736	2	Prdm14	22880
chr1	13105582	13105581	0	1	0.846613	0.5159154	-0.3306976	0.0222946	Distal Intergenic	13113428	13127163	13736	2	Prdm14	21582
chr1	13126530	13126529	0	1	0.7906261	0.2637258	-0.5269003	0.000112	Promoter (<=1kb)	13113428	13127163	13736	2	Prdm14	634
chr1	13126669	13126668	0	1	0.1184308	0.4552099	0.3367791	0.0481178	Promoter (<=1kb)	13113428	13127163	13736	2	Prdm14	495
chr1	13154497	13154496	0	1	0.1841524	0.6264252	0.4422729	0.0254762	Intron (NM_001302702/Ncoa2, intron 15 of 21)	13113428	13127163	13736	2	Prdm14	-27334
chr1	13154552	13154551	0	1	0.6406828	0.3690535	-0.2716293	0.0416398	Intron (NM_001302702/Ncoa2, intron 15 of 21)	13113428	13127163	13736	2	Prdm14	-27389
chr1	13360822	13360821	0	1	0.697826	0.1868521	-0.5109739	0.0134619	Intron (NM_001302702/Ncoa2, intron 1 of 21)	13139105	13374083	234979	2	Ncoa2	13262
chr1	13457696	13457695	0	1	0.2139436	0.6601803	0.4462367	0.0118943	Distal Intergenic	13139105	13374083	234979	2	Ncoa2	-83613
chr1	13558767	13558766	0	1	0.850122	0.1294202	-0.7207018	0.0016079	Distal Intergenic	13564693	13589910	25218	2	Tram1	31144
chr1	13588711	13588710	0	1	0.0553876	0.3352404	0.2798528	0.0085008	Promoter (1-2kb)	13564693	13589910	25218	2	Tram1	1200
chr1	13659696	13659695	0	1	0.4137172	0.8774122	0.463695	0.0355692	Promoter (<=1kb)	13625900	13660509	34610	2	Lactb2	814
chr1	13780010	13780009	0	1	0.6387596	0.8806166	0.241857	0.0421957	Distal Intergenic	13785685	13786929	1245	2	Gm5523	6920
chr1	13786154	13786153	0	1	0.7573066	0.4021755	-0.3551311	0.0160761	Promoter (<=1kb)	13785685	13786929	1245	2	Gm5523	776
chr1	14001645	14001644	0	1	0.0295424	0.2966781	0.2671357	0.0412757	Distal Intergenic	13785685	13786929	1245	2	Gm5523	-214716
chr1	14484409	14484408	0	1	0.3329024	0.6976245	0.3647221	0.0473687	Distal Intergenic	14168958	14310199	141242	2	Eya1	-174210
chr1	14503407	14503406	0	1	0.3197973	0.0863194	-0.2334779	0.0353235	Distal Intergenic	14168958	14310199	141242	2	Eya1	-193208
chr1	14508910	14508909	0	1	0.5543001	0.31967	-0.2346302	0.0308545	Distal Intergenic	14168958	14310199	141242	2	Eya1	-198711
chr1	14632258	14632257	0	1	0.3932326	0.7337408	0.3405082	0.0410428	Distal Intergenic	14753346	14755966	2621	2	Msc	123709
chr1	14754206	14754205	0	1	0.3335153	0.65179	0.3182747	0.044796	Promoter (1-2kb)	14753346	14755966	2621	2	Msc	1761
chr1	14754405	14754404	0	1	0.071959	0.5420831	0.4701241	0.0438704	Promoter (1-2kb)	14753346	14755966	2621	2	Msc	1562
chr1	14755316	14755315	0	1	0.2033073	0.0148349	-0.1884724	0.0363287	Promoter (<=1kb)	14753346	14755966	2621	2	Msc	651
chr1	14918767	14918766	0	1	0.0229071	0.2716364	0.2487293	0.0337342	Promoter (<=1kb)	14872648	14918862	46215	2	Trpa1	96
chr1	14918854	14918853	0	1	0.4177884	0.1325584	-0.28523	0.0484331	Promoter (<=1kb)	14872648	14918862	46215	2	Trpa1	9
chr1	14918902	14918901	0	1	0.1963891	0.4620202	0.2656311	0.0403791	Promoter (<=1kb)	14872648	14918862	46215	2	Trpa1	-40
chr1	15327694	15327693	0	1	0.1657409	0.5731276	0.4073867	0.0029992	Intron (NM_001098528/Kcnb2, intron 1 of 1)	15312452	15714214	401763	1	Kcnb2	15242
chr1	15935871	15935870	0	1	0.707285	0.9203489	0.2130639	0.0471556	Distal Intergenic	15853862	15892722	38861	2	Sbspon	-43149
chr1	16053787	16053786	0	1	0.4798701	0.0412102	-0.4386599	0.021184	Distal Intergenic	16065979	16093325	27347	2	4930444P10Rik	39539
chr1	16092958	16092957	0	1	0.0149686	0.2324457	0.2174771	0.0359208	Promoter (<=1kb)	16065979	16093325	27347	2	4930444P10Rik	368
chr1	16228978	16228977	0	1	0.2982705	0.0570192	-0.2412512	0.0108403	3' UTR	16105882	16132550	26669	1	Rdh10	123096
chr1	16798801	16798800	0	1	0.2587325	0.7261306	0.4673982	0.0146502	Distal Intergenic	16688456	16709605	21150	1	Ly96	110345
chr1	17122934	17122933	0	1	0.3410485	0.6888598	0.3478112	0.0338234	Distal Intergenic	17145373	17164270	18898	1	Gdap1	-22440
chr1	17123151	17123150	0	1	0.4956414	0.7851246	0.2894832	0.0154347	Distal Intergenic	17145373	17164270	18898	1	Gdap1	-22223
chr1	17124553	17124552	0	1	0.1462349	0.5625969	0.4163619	0.0321092	Distal Intergenic	17145373	17164270	18898	1	Gdap1	-20821
chr1	17133947	17133946	0	1	0.7948261	0.3327326	-0.4620935	0.0461647	Distal Intergenic	17145373	17164270	18898	1	Gdap1	-11427
chr1	17351978	17351977	0	1	0.0253477	0.3341635	0.3088158	0.0358856	Distal Intergenic	17145373	17164270	18898	1	Gdap1	206605
chr1	18058006	18058005	0	1	0.0164436	0.2408714	0.2244278	0.0464345	Distal Intergenic	18115191	18137051	21861	2	Crisp4	79046
chr1	18214592	18214591	0	1	0.4895194	0.9325201	0.4430007	0.0099005	Intron (NR_002879/Defb44-ps, intron 1 of 1)	18210053	18223564	13512	2	Defb44-ps	8973
chr1	18223963	18223962	0	1	0.0501984	0.4319624	0.381764	0.0479889	Promoter (<=1kb)	18210053	18223564	13512	2	Defb44-ps	-399
chr1	18610357	18610356	0	1	0.688402	0.2775494	-0.4108526	0.0081313	Distal Intergenic	18260524	18265138	4615	2	Gm15386	-345219
chr1	18610835	18610834	0	1	0.6354669	0.916977	0.2815101	0.0375421	Distal Intergenic	18260524	18265138	4615	2	Gm15386	-345697
chr1	18977165	18977164	0	1	0.9070728	0.3323304	-0.5747424	0.047667	Distal Intergenic	19103022	19166332	63311	1	Tfap2d	-125858
chr1	19088190	19088189	0	1	0.3659263	0.0804536	-0.2854727	0.0224212	Distal Intergenic	19103022	19166332	63311	1	Tfap2d	-14833
chr1	19104746	19104745	0	1	0.2987216	0.0135354	-0.2851861	0.0304207	Promoter (1-2kb)	19103022	19166332	63311	1	Tfap2d	1724
chr1	19109825	19109824	0	1	0.042349	0.2394896	0.1971406	0.0401476	Intron (NM_153154/Tfap2d, intron 3 of 7)	19103022	19166332	63311	1	Tfap2d	6803
chr1	20544609	20544608	0	1	0.7010828	0.9430618	0.241979	0.0115313	Intron (NM_153179/Pkhd1, intron 27 of 66)	20057779	20618057	560279	2	Pkhd1	73449
chr1	20935317	20935316	0	1	0.1501347	0.4532234	0.3030887	0.0307239	Exon (NM_028829/Paqr8, exon 3 of 3)	20951626	20990841	39216	1	Efhc1	-16310
chr1	20975033	20975032	0	1	0.7230809	0.9069814	0.1839005	0.0434017	Exon (NM_027974/Efhc1, exon 7 of 11)	20951626	20990841	39216	1	Efhc1	23407
chr1	21240879	21240878	0	1	0.3338847	0.7605342	0.4266495	0.027342	Promoter (<=1kb)	21240585	21265575	24991	1	Gsta3	294
chr1	21248738	21248737	0	1	0.6683025	0.1953243	-0.4729782	0.0097321	Intron (NM_001077353/Gsta3, intron 2 of 7)	21240585	21265575	24991	1	Gsta3	8153
chr1	21252029	21252028	0	1	0.071959	0.6716443	0.5996853	0.007439	Intron (NM_001077353/Gsta3, intron 3 of 7)	21240585	21265575	24991	1	Gsta3	11444
chr1	21461289	21461288	0	1	0.1627912	0.4140301	0.2512389	0.0319825	Intron (NM_001160139/Kcnq5, intron 10 of 14)	21383556	21386384	2829	1	Khdc1b	77733
chr1	22269462	22269461	0	1	0.7941509	0.2519447	-0.5422062	0.0062951	Distal Intergenic	21398403	21961942	563540	2	Kcnq5	-307520
chr1	22358407	22358406	0	1	0.8368526	0.4920274	-0.3448252	0.0340634	Intron (NM_001012623/Rims1, intron 9 of 14)	21398403	21961942	563540	2	Kcnq5	-396465
chr1	22534344	22534343	0	1	0.850122	0.2195829	-0.6305391	0.0209766	Intron (NM_001012623_1/Rims1, intron 6 of 14)	22288422	22805724	517303	2	Rims1	271381
chr1	23062247	23062246	0	1	0.3769745	0.1193424	-0.2576322	0.0270764	Distal Intergenic	23100474	23102253	1780	2	4933415F23Rik	40007
chr1	23382327	23382326	0	1	0.4554299	0.1936105	-0.2618194	0.0054442	Promoter (<=1kb)	23366424	23383175	16752	2	Ogfrl1	849
chr1	23385186	23385185	0	1	0.4226038	0.8994114	0.4768076	0.0062309	Promoter (2-3kb)	23366424	23383175	16752	2	Ogfrl1	-2011
chr1	24159289	24159288	0	1	0.3701034	0.8526678	0.4825644	0.016794	Distal Intergenic	24177610	24252738	75129	1	Col9a1	-18322
chr1	24649434	24649433	0	1	0.0404684	0.6218333	0.5813649	0.0078153	Distal Intergenic	24678544	24766301	87758	1	Lmbrd1	-29111
chr1	25229457	25229456	0	1	0.5480333	0.8431667	0.2951335	0.0485387	Intron (NM_175642/Adgrb3, intron 16 of 30)	25276404	25277954	1551	2	Gm20172	48498
chr1	27538947	27538946	0	1	0.2965138	0.8479362	0.5514224	0.0007966	Distal Intergenic	26681801	26687460	5660	2	4931408C20Rik	-851487
chr1	28109601	28109600	0	1	0.6373575	0.1068036	-0.5305539	0.002073	Distal Intergenic	28776122	28780252	4131	2	Gm597	670652
chr1	28109823	28109822	0	1	0.850122	0.0732309	-0.7768912	0.0016469	Distal Intergenic	28776122	28780252	4131	2	Gm597	670430
chr1	30585254	30585253	0	1	0.9380324	0.6972247	-0.2408077	0.0485617	Distal Intergenic	30802342	30863256	60915	2	Phf3	278003
chr1	30610473	30610472	0	1	0.8231538	0.2641373	-0.5590165	0.0281095	Distal Intergenic	30802342	30863256	60915	2	Phf3	252784
chr1	30848157	30848156	0	1	0.4246052	0.0811759	-0.3434293	0.0087405	Intron (NM_001081080/Phf3, intron 1 of 14)	30802342	30863256	60915	2	Phf3	15100
chr1	30873958	30873957	0	1	0.5914009	0.0329109	-0.55849	0.0450754	Distal Intergenic	30802342	30863256	60915	2	Phf3	-10702
chr1	30944912	30944911	0	1	0.7278995	0.0732309	-0.6546687	0.0083436	Intron (NM_011200/Ptp4a1, intron 3 of 5)	30941592	30949710	8119	2	Gm13363	4799
chr1	31073324	31073323	0	1	0.6437337	0.4048498	-0.2388839	0.0484288	Distal Intergenic	31176435	31204725	28291	1	Lgsn	-103112
chr1	31421255	31421254	0	1	0.2045185	0.6668327	0.4623142	0.014906	Distal Intergenic	31264847	31268061	3215	1	Gm4850	156408
chr1	33023090	33023089	0	1	0.2523326	0.5524164	0.3000838	0.0340212	Distal Intergenic	32543546	32547293	3748	2	Gm5415	-475797
chr1	33556069	33556068	0	1	0.5865567	0.8570002	0.2704435	0.0208174	Intron (NM_008922/Prim2, intron 7 of 13)	33453808	33669794	215987	2	Prim2	113726
chr1	33670862	33670861	0	1	0.3074714	0.1115208	-0.1959506	0.0374386	Promoter (1-2kb)	33669824	33670712	889	1	1700001G17Rik	1038
chr1	33672865	33672864	0	1	0.0297141	0.5602522	0.5305381	0.0008135	Distal Intergenic	33669824	33670712	889	1	1700001G17Rik	3041
chr1	33672868	33672867	0	1	0.1937576	0.6673924	0.4736348	0.0173663	Distal Intergenic	33669824	33670712	889	1	1700001G17Rik	3044
chr1	33739269	33739268	0	1	0.8004494	0.3327723	-0.4676771	0.0464002	Exon (NM_008999/Rab23, exon 8 of 8)	33745484	33757750	12267	2	Bag2	18482
chr1	33883770	33883769	0	1	0.0151391	0.2717013	0.2565623	0.0107705	Intron (NM_177235/Bend6, intron 1 of 6)	33852052	33907621	55570	2	Bend6	23852
chr1	33903610	33903609	0	1	0.0675305	0.406709	0.3391784	0.0242498	Intron (NM_177235/Bend6, intron 1 of 6)	33852052	33907621	55570	2	Bend6	4012
chr1	33909570	33909569	0	1	0.1657752	0.4956997	0.3299245	0.0119772	Promoter (1-2kb)	33908225	34308662	400438	1	Dst	1345
chr1	33927013	33927012	0	1	0.6031616	0.8825422	0.2793806	0.0225291	Intron (NM_001276764/Dst, intron 2 of 102)	33908225	34308662	400438	1	Dst	18788
chr1	33945103	33945102	0	1	0.2096158	0.547905	0.3382892	0.0359054	Intron (NM_001276764/Dst, intron 2 of 102)	33908225	34308662	400438	1	Dst	36878
chr1	33945910	33945909	0	1	0.665824	0.8872414	0.2214174	0.0312536	Intron (NM_001276764/Dst, intron 2 of 102)	33908225	34308662	400438	1	Dst	37685
chr1	33993294	33993293	0	1	0.071959	0.6643084	0.5923494	0.0103258	Intron (NM_001276764/Dst, intron 3 of 102)	33908225	34308662	400438	1	Dst	85069
chr1	34073804	34073803	0	1	0.1809739	0.4834069	0.302433	0.0153578	Intron (NM_001276764/Dst, intron 4 of 102)	34117359	34117431	73	1	Mir6896	-43556
chr1	34128146	34128145	0	1	0.7536084	0.3609559	-0.3926526	0.0257087	Intron (NM_001276764/Dst, intron 8 of 102)	34117359	34117431	73	1	Mir6896	10787
chr1	34139682	34139681	0	1	0.071959	0.6705565	0.5985975	0.0038237	Intron (NM_001276764/Dst, intron 9 of 102)	34117359	34117431	73	1	Mir6896	22323
chr1	34237397	34237396	0	1	0.2104758	0.7170815	0.5066057	0.007472	Intron (NM_001276764/Dst, intron 60 of 102)	34117359	34117431	73	1	Mir6896	120038
chr1	34367909	34367908	0	1	0.4257796	0.7252963	0.2995167	0.0392959	Distal Intergenic	34433121	34433199	79	2	Mir5103	65291
chr1	34433026	34433025	0	1	0.5209443	0.1280931	-0.3928512	0.0306032	Promoter (<=1kb)	34433121	34433199	79	2	Mir5103	174
chr1	34433050	34433049	0	1	0.3327389	0.0329109	-0.299828	0.0472318	Promoter (<=1kb)	34433121	34433199	79	2	Mir5103	150
chr1	34484735	34484734	0	1	0.0185949	0.3112808	0.2926858	0.0335314	Distal Intergenic	34498430	34503062	4633	1	Prss39	-13696
chr1	34602711	34602710	0	1	0.4236897	0.1115847	-0.312105	0.0190299	Distal Intergenic	34579693	34590944	11252	1	Amer3	23018
chr1	35232733	35232732	0	1	0.3362544	0.025818	-0.3104365	0.040315	Distal Intergenic	34849959	34879585	29627	1	Plekhb2	382774
chr1	35266662	35266661	0	1	0.4537136	0.8352591	0.3815455	0.0315668	Distal Intergenic	34849959	34879585	29627	1	Plekhb2	416703
chr1	35385342	35385341	0	1	0.4205292	0.7581987	0.3376696	0.0445047	Distal Intergenic	34849959	34879585	29627	1	Plekhb2	535383
chr1	35822312	35822311	0	1	0.2865138	0.7409389	0.454425	0.0298306	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-246089
chr1	35822321	35822320	0	1	0.192664	0.7542998	0.5616358	0.00031	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-246080
chr1	35822611	35822610	0	1	0.775637	0.9684924	0.1928554	0.0329414	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-245790
chr1	35822850	35822849	0	1	0.5511214	0.9584983	0.4073769	0.0137564	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-245551
chr1	35875319	35875318	0	1	0.08924	0.5427982	0.4535582	0.0369494	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-193082
chr1	35875786	35875785	0	1	0.2401708	0.4497002	0.2095295	0.0455253	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-192615
chr1	35890599	35890598	0	1	0.071959	0.6742872	0.6023281	0.0269983	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-177802
chr1	35931326	35931325	0	1	0.6494847	0.2805579	-0.3689268	0.0329941	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-137075
chr1	35962074	35962073	0	1	0.2970135	0.6355561	0.3385426	0.0401655	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-106327
chr1	36013994	36013993	0	1	0.8948728	0.4201986	-0.4746741	0.0399176	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-54407
chr1	36018065	36018064	0	1	0.9491143	0.4445751	-0.5045391	0.002361	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-50336
chr1	36054837	36054836	0	1	0.5914009	0.0365926	-0.5548083	0.0477997	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-13564
chr1	36130471	36130470	0	1	0.6915772	0.3565918	-0.3349854	0.0477629	Distal Intergenic	36144252	36144313	62	2	Mir6897	13843
chr1	36131120	36131119	0	1	0.938398	0.5895576	-0.3488403	0.0042449	Distal Intergenic	36144252	36144313	62	2	Mir6897	13194
chr1	36132056	36132055	0	1	0.2080855	0.5971024	0.3890169	0.0281846	Distal Intergenic	36144252	36144313	62	2	Mir6897	12258
chr1	36263983	36263982	0	1	0.2083068	0.467373	0.2590662	0.0384452	Downstream (<1kb)	36264602	36273425	8824	2	Neurl3	9443
chr1	36269374	36269373	0	1	0.2120058	0.4736908	0.261685	0.0254027	Exon (NM_153408/Neurl3, exon 2 of 4)	36264602	36273425	8824	2	Neurl3	4052
chr1	36269442	36269441	0	1	0.544154	0.7971306	0.2529766	0.0217692	Exon (NM_153408/Neurl3, exon 2 of 4)	36264602	36273425	8824	2	Neurl3	3984
chr1	36269615	36269614	0	1	0.4663832	0.8712886	0.4049054	0.006756	Exon (NM_153408/Neurl3, exon 2 of 4)	36264602	36273425	8824	2	Neurl3	3811
chr1	36269627	36269626	0	1	0.6509421	0.9219237	0.2709816	0.0490024	Exon (NM_153408/Neurl3, exon 2 of 4)	36264602	36273425	8824	2	Neurl3	3799
chr1	36269652	36269651	0	1	0.4675411	0.9605788	0.4930377	0.0002801	Exon (NM_153408/Neurl3, exon 2 of 4)	36264602	36273425	8824	2	Neurl3	3774
chr1	36269656	36269655	0	1	0.3464215	0.781081	0.4346595	0.0111222	Exon (NM_153408/Neurl3, exon 2 of 4)	36264602	36273425	8824	2	Neurl3	3770
chr1	36276258	36276257	0	1	0.017231	0.2631928	0.2459617	0.0227408	Promoter (2-3kb)	36264602	36273425	8824	2	Neurl3	-2833
chr1	36305229	36305228	0	1	0.1284819	0.4860445	0.3575626	0.0462567	Promoter (2-3kb)	36307733	36324029	16297	1	Arid5a	-2505
chr1	36446652	36446651	0	1	0.6904733	0.2113796	-0.4790938	0.0395632	Promoter (1-2kb)	36423186	36445239	22054	2	Lman2l	-1413
chr1	36462407	36462406	0	1	0.5777804	0.0732309	-0.5045495	0.0176166	Distal Intergenic	36471597	36508776	37180	1	Cnnm4	-9191
chr1	36473639	36473638	0	1	0.066462	0.407107	0.340645	0.0161136	Promoter (2-3kb)	36471597	36508776	37180	1	Cnnm4	2042
chr1	36530570	36530569	0	1	0.3694539	0.6584552	0.2890013	0.0482203	3' UTR	36530534	36535729	5196	2	Ankrd23	5160
chr1	36568341	36568340	0	1	0.155577	0.5715595	0.4159825	0.0134822	Intron (NM_027957/Fam178b, intron 3 of 5)	36548639	36558381	9743	2	Sema4c	-9960
chr1	36746498	36746497	0	1	0.631743	0.9598681	0.3281251	0.0159755	Exon (NR_040290/4933424G06Rik, exon 8 of 9)	36761798	36782820	21023	1	Zap70	-15301
chr1	36746961	36746960	0	1	0.9325051	0.5779712	-0.3545339	0.0477156	Intron (NR_040290/4933424G06Rik, intron 8 of 8)	36761798	36782820	21023	1	Zap70	-14838
chr1	36770970	36770969	0	1	0.1653857	0.5540493	0.3886636	0.0079548	Exon (NM_009539/Zap70, exon 2 of 13)	36761798	36782820	21023	1	Zap70	9172
chr1	36771014	36771013	0	1	0.2309581	0.6192868	0.3883287	0.0092226	Exon (NM_009539/Zap70, exon 2 of 13)	36761798	36782820	21023	1	Zap70	9216
chr1	36771026	36771025	0	1	0.2343038	0.5817984	0.3474946	0.0229118	Exon (NM_009539/Zap70, exon 2 of 13)	36761798	36782820	21023	1	Zap70	9228
chr1	36771045	36771044	0	1	0.2785557	0.5466138	0.2680581	0.037458	Exon (NM_009539/Zap70, exon 2 of 13)	36761798	36782820	21023	1	Zap70	9247
chr1	36771084	36771083	0	1	0.1775576	0.4323619	0.2548044	0.0416466	Exon (NM_009539/Zap70, exon 2 of 13)	36761798	36782820	21023	1	Zap70	9286
chr1	36771221	36771220	0	1	0.1252015	0.3844136	0.2592121	0.0401812	Intron (NM_009539/Zap70, intron 2 of 12)	36761798	36782820	21023	1	Zap70	9423
