seqnames	start	end	width	CpG	X15w_UVB.mu	X15w_UA.mu	X15w_UVB..15w_UA.diff	X15w_UVB..15w_UA.pval	annotation	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
chr1	13143050	13143049	0	1	0.7641268	0.5136495	-0.2504772	0.0496657	Intron (NM_001302702/Ncoa2, intron 21 of 21)	13113428	13127163	13736	2	Prdm14	-15887
chr1	13154497	13154496	0	1	0.9495389	0.5007733	-0.4487656	0.000225	Intron (NM_001302702/Ncoa2, intron 15 of 21)	13113428	13127163	13736	2	Prdm14	-27334
chr1	13428390	13428389	0	1	0.9088042	0.5454132	-0.363391	0.0063262	Distal Intergenic	13139105	13374083	234979	2	Ncoa2	-54307
chr1	13457696	13457695	0	1	0.8326642	0.3100528	-0.5226115	0.0003514	Distal Intergenic	13139105	13374083	234979	2	Ncoa2	-83613
chr1	13457948	13457947	0	1	0.9699854	0.5904655	-0.3795199	0.0204204	Distal Intergenic	13139105	13374083	234979	2	Ncoa2	-83865
chr1	13494904	13494903	0	1	0.4895517	0.1442985	-0.3452533	0.033678	Distal Intergenic	13564693	13589910	25218	2	Tram1	95007
chr1	13507482	13507481	0	1	0.0193057	0.3671822	0.3478765	3.07e-05	Distal Intergenic	13564693	13589910	25218	2	Tram1	82429
chr1	13558767	13558766	0	1	0.0476129	0.5765789	0.528966	0.0040141	Distal Intergenic	13564693	13589910	25218	2	Tram1	31144
chr1	13576617	13576616	0	1	0.5379334	0.163974	-0.3739595	0.0405682	Intron (NM_028173/Tram1, intron 5 of 10)	13564693	13589910	25218	2	Tram1	13294
chr1	13659773	13659772	0	1	0.3634127	0.1197261	-0.2436866	0.0316353	Promoter (<=1kb)	13625900	13660509	34610	2	Lactb2	737
chr1	13774146	13774145	0	1	0.0308026	0.5642496	0.533447	0.0007428	Distal Intergenic	13785685	13786929	1245	2	Gm5523	12784
chr1	13786778	13786777	0	1	0.58681	0.2797269	-0.3070831	0.036195	Promoter (<=1kb)	13785685	13786929	1245	2	Gm5523	152
chr1	13789792	13789791	0	1	0.8479908	0.2603455	-0.5876452	0.0457299	Promoter (2-3kb)	13785685	13786929	1245	2	Gm5523	-2863
chr1	13840108	13840107	0	1	0.5887276	0.0338847	-0.5548429	0.0471042	Distal Intergenic	13785685	13786929	1245	2	Gm5523	-53179
chr1	13846802	13846801	0	1	0.8706657	0.5146342	-0.3560315	0.0130693	Distal Intergenic	13785685	13786929	1245	2	Gm5523	-59873
chr1	13846813	13846812	0	1	0.7962733	0.4927597	-0.3035136	0.0337402	Distal Intergenic	13785685	13786929	1245	2	Gm5523	-59884
chr1	14442601	14442600	0	1	0.9314893	0.4748298	-0.4566596	0.045767	Distal Intergenic	14168958	14310199	141242	2	Eya1	-132402
chr1	14507083	14507082	0	1	0.3039752	0.0165335	-0.2874416	0.0260216	Distal Intergenic	14168958	14310199	141242	2	Eya1	-196884
chr1	14508484	14508483	0	1	0.0705797	0.3457149	0.2751352	0.0326171	Distal Intergenic	14168958	14310199	141242	2	Eya1	-198285
chr1	14631921	14631920	0	1	0.260579	0.8617389	0.6011598	0.0125845	Distal Intergenic	14753346	14755966	2621	2	Msc	124046
chr1	14739551	14739550	0	1	0.9314893	0.5315432	-0.3999461	0.0489995	Distal Intergenic	14753346	14755966	2621	2	Msc	16416
chr1	14740066	14740065	0	1	0.1317317	0.4840361	0.3523044	0.0264688	Distal Intergenic	14753346	14755966	2621	2	Msc	15901
chr1	14918881	14918880	0	1	0.1831236	0.0115934	-0.1715302	0.0390526	Promoter (<=1kb)	14872648	14918862	46215	2	Trpa1	-19
chr1	15288986	15288985	0	1	0.9676282	0.7414547	-0.2261735	0.0491415	Distal Intergenic	15312452	15714214	401763	1	Kcnb2	-23467
chr1	15327413	15327412	0	1	0.2710649	0.6796217	0.4085568	0.0446468	Intron (NM_001098528/Kcnb2, intron 1 of 1)	15312452	15714214	401763	1	Kcnb2	14961
chr1	15882930	15882929	0	1	0.6350866	0.1622565	-0.4728301	0.0293758	Intron (NM_001033288/Sbspon, intron 2 of 4)	15853862	15892722	38861	2	Sbspon	9793
chr1	15965522	15965521	0	1	0.854389	0.4867657	-0.3676233	0.0473826	Distal Intergenic	15853862	15892722	38861	2	Sbspon	-72800
chr1	16102673	16102672	0	1	0.0680715	0.6714766	0.6034051	0.0256363	Promoter (1-2kb)	16101296	16104433	3138	2	Rpl7	1761
chr1	16136105	16136104	0	1	0.0308026	0.4844913	0.4536886	0.0136832	Distal Intergenic	16105882	16132550	26669	1	Rdh10	30223
chr1	16228812	16228811	0	1	0.0120704	0.2072845	0.1952141	0.0263968	3' UTR	16105882	16132550	26669	1	Rdh10	122930
chr1	16433749	16433748	0	1	0.4380795	0.826089	0.3880095	0.0023914	Intron (NM_001111272/Stau2, intron 4 of 12)	16228810	16519302	290493	2	Stau2	85554
chr1	16501734	16501733	0	1	0.9142938	0.5483526	-0.3659412	0.0367154	Intron (NM_001111272/Stau2, intron 2 of 12)	16228810	16519302	290493	2	Stau2	17569
chr1	16518434	16518433	0	1	0.2512507	0.7922868	0.5410361	0.0068331	Promoter (<=1kb)	16228810	16519302	290493	2	Stau2	869
chr1	16619917	16619916	0	1	0.3156213	0.092286	-0.2233353	0.0463467	Promoter (<=1kb)	16540788	16619338	78551	2	Ube2w	-579
chr1	18057448	18057447	0	1	0.2660393	0.0197793	-0.24626	0.0360255	Distal Intergenic	18115191	18137051	21861	2	Crisp4	79604
chr1	20450571	20450570	0	1	0.8560353	0.4914662	-0.3645691	0.0448767	Intron (NM_153179/Pkhd1, intron 35 of 66)	20356454	20392300	35847	1	4930486I03Rik	94117
chr1	20736534	20736533	0	1	0.4846649	0.0377024	-0.4469624	0.0190906	Distal Intergenic	20730905	20734496	3592	1	Il17a	5629
chr1	20891715	20891714	0	1	0.8102366	0.4637488	-0.3464878	0.0086077	Promoter (1-2kb)	20890622	20938756	48135	1	Paqr8	1093
chr1	21097227	21097226	0	1	0.0257986	0.307985	0.2821864	0.0450845	Distal Intergenic	21001397	21079225	77829	2	Tram2	-18002
chr1	21249460	21249459	0	1	0.8111533	0.4007366	-0.4104167	0.0343995	Intron (NM_001077353/Gsta3, intron 2 of 7)	21240585	21265575	24991	1	Gsta3	8875
chr1	21255917	21255916	0	1	0.8872384	0.6310363	-0.2562021	0.0390817	Intron (NM_001077353/Gsta3, intron 3 of 7)	21240585	21265575	24991	1	Gsta3	15332
chr1	21411837	21411836	0	1	0.527871	0.2122729	-0.3155981	0.0259972	Intron (NM_001160139/Kcnq5, intron 12 of 14)	21383556	21386384	2829	1	Khdc1b	28281
chr1	22533329	22533328	0	1	0.4398839	0.0242101	-0.4156737	0.0113815	Intron (NM_001012623_1/Rims1, intron 8 of 14)	22288422	22805724	517303	2	Rims1	272396
chr1	22621188	22621187	0	1	0.0339867	0.8474764	0.8134897	0.0001213	Intron (NM_001012623_1/Rims1, intron 3 of 14)	22288422	22805724	517303	2	Rims1	184537
chr1	22807353	22807352	0	1	0.6744665	0.3928683	-0.2815982	0.0379558	Promoter (1-2kb)	22288422	22805724	517303	2	Rims1	-1629
chr1	23128214	23128213	0	1	0.8930537	0.4086585	-0.4843952	0.0216827	Distal Intergenic	23100474	23102253	1780	2	4933415F23Rik	-25961
chr1	23379875	23379874	0	1	0.6816389	0.9412379	0.2595991	0.0384488	Intron (NM_001081079/Ogfrl1, intron 1 of 6)	23366424	23383175	16752	2	Ogfrl1	3301
chr1	23490825	23490824	0	1	0.8753945	0.3302196	-0.5451748	0.0289963	Distal Intergenic	23366424	23383175	16752	2	Ogfrl1	-107650
chr1	24302668	24302667	0	1	0.3635083	0.0933907	-0.2701176	0.0409643	Intron (NM_007733/Col19a1, intron 37 of 50)	24177610	24252738	75129	1	Col9a1	125058
chr1	24383072	24383071	0	1	0.8479908	0.0678564	-0.7801344	0.0014069	Intron (NM_007733/Col19a1, intron 15 of 50)	24257683	24587437	329755	2	Col19a1	204366
chr1	24586887	24586886	0	1	0.1700484	0.0122234	-0.157825	0.0357995	Promoter (<=1kb)	24257683	24587437	329755	2	Col19a1	551
chr1	24649509	24649508	0	1	0.564696	0.9312417	0.3665458	0.0320806	Distal Intergenic	24678544	24766301	87758	1	Lmbrd1	-29036
chr1	25830949	25830948	0	1	0.0813399	0.3025574	0.2212175	0.019547	Promoter (1-2kb)	25067476	25829707	762232	2	Adgrb3	-1242
chr1	29485598	29485597	0	1	0.7997005	0.2633421	-0.5363584	0.0031045	Distal Intergenic	29421488	29421612	125	1	Mir6342	64110
chr1	30503398	30503397	0	1	0.5164719	0.2680007	-0.2484712	0.0336029	Distal Intergenic	30802342	30863256	60915	2	Phf3	359859
chr1	30848157	30848156	0	1	0.2768451	0.0163081	-0.260537	0.0226053	Intron (NM_001081080/Phf3, intron 1 of 14)	30802342	30863256	60915	2	Phf3	15100
chr1	32173591	32173590	0	1	0.6383704	0.3139707	-0.3243997	0.0256806	Promoter (<=1kb)	32172806	32657738	484933	1	Khdrbs2	785
chr1	33223072	33223071	0	1	0.3864385	0.9142696	0.5278311	0.0315733	Distal Intergenic	33453808	33669794	215987	2	Prim2	446723
chr1	33755106	33755105	0	1	0.8930537	0.0678564	-0.8251973	4.02e-05	Promoter (2-3kb)	33745484	33757750	12267	2	Bag2	2645
chr1	33815282	33815281	0	1	0.7978997	0.9752072	0.1773075	0.0460094	Promoter (<=1kb)	33761541	33814595	53055	2	Zfp451	-687
chr1	33944816	33944815	0	1	0.9136227	0.5575965	-0.3560262	0.021829	Intron (NM_001276764/Dst, intron 2 of 102)	33908225	34308662	400438	1	Dst	36591
chr1	33944876	33944875	0	1	0.8814933	0.5582818	-0.3232115	0.0150953	Intron (NM_001276764/Dst, intron 2 of 102)	33908225	34308662	400438	1	Dst	36651
chr1	33948225	33948224	0	1	0.6695398	0.3410624	-0.3284773	0.0166876	Intron (NM_001276764/Dst, intron 2 of 102)	33908225	34308662	400438	1	Dst	40000
chr1	33979524	33979523	0	1	0.0680715	0.9237046	0.8556331	6e-07	Intron (NM_001276764/Dst, intron 3 of 102)	33908225	34308662	400438	1	Dst	71299
chr1	34058388	34058387	0	1	0.7271693	0.9385641	0.2113949	0.0374134	Intron (NM_001276764/Dst, intron 4 of 102)	34117359	34117431	73	1	Mir6896	-58972
chr1	34070628	34070627	0	1	0.0147026	0.1997906	0.1850879	0.0432551	Intron (NM_001276764/Dst, intron 4 of 102)	34117359	34117431	73	1	Mir6896	-46732
chr1	34192103	34192102	0	1	0.9553496	0.6100271	-0.3453226	0.0194716	Exon (NM_001276764/Dst, exon 39 of 103)	34117359	34117431	73	1	Mir6896	74744
chr1	34387721	34387720	0	1	0.4882619	0.8536636	0.3654017	0.0316284	Distal Intergenic	34433121	34433199	79	2	Mir5103	45479
chr1	34402462	34402461	0	1	0.0476129	0.5406152	0.4930023	0.026165	Distal Intergenic	34433121	34433199	79	2	Mir5103	30738
chr1	34432574	34432573	0	1	0.0742327	0.5487749	0.4745422	0.0013901	Promoter (<=1kb)	34433121	34433199	79	2	Mir5103	626
chr1	34462759	34462758	0	1	0.4940343	0.8645924	0.3705581	0.033897	Exon (NM_011206/Ptpn18, exon 2 of 15)	34459746	34473779	14034	1	Ptpn18	3013
chr1	34463246	34463245	0	1	0.1774114	0.5151947	0.3377833	0.0274519	Intron (NM_011206/Ptpn18, intron 3 of 14)	34459746	34473779	14034	1	Ptpn18	3500
chr1	34469834	34469833	0	1	0.9518413	0.6418955	-0.3099458	0.0453429	Intron (NM_011206/Ptpn18, intron 6 of 14)	34459746	34473779	14034	1	Ptpn18	10088
chr1	34490716	34490715	0	1	0.7019936	0.377033	-0.3249606	0.0043595	Distal Intergenic	34498430	34503062	4633	1	Prss39	-7715
chr1	34580602	34580601	0	1	0.7227364	0.356594	-0.3661424	0.0368563	Promoter (<=1kb)	34579693	34590944	11252	1	Amer3	909
chr1	34617628	34617627	0	1	0.5189963	0.2001695	-0.3188269	0.0482133	Distal Intergenic	34633535	34636210	2676	2	AA619741	18583
chr1	34740482	34740481	0	1	0.3935645	0.0345217	-0.3590427	0.0180073	Distal Intergenic	34801722	34812754	11033	1	Arhgef4	-61241
chr1	35017675	35017674	0	1	0.9542644	0.6672266	-0.2870378	0.0386738	Distal Intergenic	34849959	34879585	29627	1	Plekhb2	167716
chr1	35826872	35826871	0	1	0.2937025	0.0178536	-0.2758488	0.0248509	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-241529
chr1	35866906	35866905	0	1	0.6293436	0.1854547	-0.443889	0.0065513	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-201495
chr1	35869768	35869767	0	1	0.4730571	0.1473032	-0.3257539	0.0057105	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-198633
chr1	36016902	36016901	0	1	0.0556622	0.8474764	0.7918142	0.0006097	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-51499
chr1	36017528	36017527	0	1	0.8647725	0.4330888	-0.4316837	0.0266315	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-50873
chr1	36075676	36075675	0	1	0.2957195	0.6967843	0.4010648	0.0283544	Intron (NM_015818/Hs6st1, intron 1 of 1)	36068400	36106446	38047	1	Hs6st1	7276
chr1	36131186	36131185	0	1	0.1428776	0.4086571	0.2657795	0.0344906	Distal Intergenic	36144252	36144313	62	2	Mir6897	13128
chr1	36132396	36132395	0	1	0.2301753	0.6636232	0.4334479	0.0346479	Distal Intergenic	36144252	36144313	62	2	Mir6897	11918
chr1	36145297	36145296	0	1	0.3958174	0.100313	-0.2955044	0.0382135	Promoter (<=1kb)	36144252	36144313	62	2	Mir6897	-984
chr1	36255206	36255205	0	1	0.274135	0.0256747	-0.2484603	0.0429895	Distal Intergenic	36140028	36244302	104275	2	Uggt1	-10904
chr1	36256071	36256070	0	1	0.153469	0.5469087	0.3934398	0.0395566	Distal Intergenic	36140028	36244302	104275	2	Uggt1	-11769
chr1	36273204	36273203	0	1	0.462518	0.1572598	-0.3052581	0.0496297	Promoter (<=1kb)	36264602	36273425	8824	2	Neurl3	222
chr1	36316417	36316416	0	1	0.8755052	0.2603455	-0.6151597	0.0094875	Intron (NM_001172205/Arid5a, intron 2 of 6)	36307733	36324029	16297	1	Arid5a	8684
chr1	36417302	36417301	0	1	0.9314893	0.4748298	-0.4566596	0.045767	Intron (NM_001277076/Fer1l5, intron 42 of 52)	36423186	36445239	22054	2	Lman2l	27938
chr1	36560231	36560230	0	1	0.3566879	0.8474764	0.4907885	0.0482951	Promoter (1-2kb)	36548639	36558381	9743	2	Sema4c	-1850
chr1	36664843	36664842	0	1	0.1925253	0.7157136	0.5231883	0.0060651	Intron (NM_001126046/Fam178b, intron 1 of 14)	36562696	36683183	120488	2	Fam178b	18341
chr1	36683172	36683171	0	1	0.5442502	0.9403566	0.3961064	0.0456317	Promoter (<=1kb)	36562696	36683183	120488	2	Fam178b	12
chr1	36759168	36759167	0	1	0.9323301	0.6594352	-0.2728949	0.0265074	Promoter (2-3kb)	36761798	36782820	21023	1	Zap70	-2631
chr1	36770920	36770919	0	1	0.1282894	0.6115961	0.4833067	0.0047195	Exon (NM_009539/Zap70, exon 2 of 13)	36761798	36782820	21023	1	Zap70	9122
chr1	36771045	36771044	0	1	0.1961658	0.5089132	0.3127474	0.0373357	Exon (NM_009539/Zap70, exon 2 of 13)	36761798	36782820	21023	1	Zap70	9247
chr1	36771084	36771083	0	1	0.093742	0.3392444	0.2455024	0.0481032	Exon (NM_009539/Zap70, exon 2 of 13)	36761798	36782820	21023	1	Zap70	9286
chr1	36781871	36781870	0	1	0.7642997	0.4148401	-0.3494596	0.0197204	Intron (NM_009539/Zap70, intron 12 of 12)	36761798	36782820	21023	1	Zap70	20073
chr1	36940849	36940848	0	1	0.3315136	0.7922868	0.4607732	0.0257211	Promoter (1-2kb)	36792189	36939527	147339	2	Tmem131	-1322
chr1	37100762	37100761	0	1	0.9627036	0.7013947	-0.2613089	0.0363626	Distal Intergenic	37218278	37263384	45107	1	Cnga3	-117517
chr1	37101117	37101116	0	1	0.5409912	0.2526249	-0.2883663	0.0188561	Distal Intergenic	37218278	37263384	45107	1	Cnga3	-117162
chr1	37135414	37135413	0	1	0.6115172	0.2800827	-0.3314344	0.0434658	Distal Intergenic	37218278	37263384	45107	1	Cnga3	-82865
chr1	37300475	37300474	0	1	0.1722366	0.0097508	-0.1624858	0.0320558	Promoter (<=1kb)	37299838	37410740	110903	1	Inpp4a	637
chr1	37402138	37402137	0	1	0.7062851	0.0474636	-0.6588215	0.0005057	Intron (NM_001290797/Inpp4a, intron 25 of 25)	37417085	37430103	13019	2	Coa5	27966
chr1	37402142	37402141	0	1	0.7062851	0.2163011	-0.489984	0.0466484	Intron (NM_001290797/Inpp4a, intron 25 of 25)	37417085	37430103	13019	2	Coa5	27962
chr1	37457787	37457786	0	1	0.1251533	0.0085178	-0.1166356	0.0387915	Intron (NM_001290801/Mgat4a, intron 7 of 14)	37430172	37439124	8953	1	Unc50	27615
chr1	37463184	37463183	0	1	0.3538255	0.7935916	0.4397662	0.0140779	Intron (NM_001290801/Mgat4a, intron 6 of 14)	37485851	37488605	2755	2	4930594C11Rik	25422
chr1	37479202	37479201	0	1	0.5106338	0.2144741	-0.2961597	0.0325299	Intron (NM_001290801/Mgat4a, intron 4 of 14)	37485851	37488605	2755	2	4930594C11Rik	9404
chr1	37479791	37479790	0	1	0.9329435	0.5927715	-0.3401719	0.0012008	Intron (NM_001290801/Mgat4a, intron 4 of 14)	37485851	37488605	2755	2	4930594C11Rik	8815
chr1	37565646	37565645	0	1	0.8508321	0.5410622	-0.3097699	0.0465798	Distal Intergenic	37439340	37541016	101677	2	Mgat4a	-24630
chr1	37639064	37639063	0	1	0.5672103	0.2119612	-0.3552491	0.0251354	Intron (NM_028096/2010300C02Rik, intron 2 of 9)	37611676	37719811	108136	2	2010300C02Rik	80748
chr1	37666746	37666745	0	1	0.3034106	0.0212076	-0.282203	0.0227299	Intron (NM_028096/2010300C02Rik, intron 1 of 9)	37611676	37719811	108136	2	2010300C02Rik	53066
chr1	37712069	37712068	0	1	0.6449646	0.2207888	-0.4241758	0.0084867	Intron (NM_028096/2010300C02Rik, intron 1 of 9)	37611676	37719811	108136	2	2010300C02Rik	7743
chr1	37712488	37712487	0	1	0.1662746	0.0122234	-0.1540512	0.0460586	Intron (NM_028096/2010300C02Rik, intron 1 of 9)	37611676	37719811	108136	2	2010300C02Rik	7324
chr1	37881946	37881945	0	1	0.3790982	0.7593994	0.3803012	0.0173821	Intron (NM_026913/Mitd1, intron 3 of 6)	37878890	37890411	11522	2	Mitd1	8466
chr1	37933411	37933410	0	1	0.6694572	0.163974	-0.5054832	0.0054924	Distal Intergenic	37905923	37916493	10571	2	Lyg2	-16918
chr1	37965500	37965499	0	1	0.9309654	0.3862142	-0.5447512	0.0217141	Distal Intergenic	37946738	37957759	11022	2	Lyg1	-7741
chr1	38110037	38110036	0	1	0.0612544	0.3604091	0.2991547	0.0188252	Intron (NM_019570/Rev1, intron 1 of 22)	38052786	38129662	76877	2	Rev1	19626
chr1	38241955	38241954	0	1	0.2879452	0.7247659	0.4368208	0.0031185	Intron (NM_001290814/Aff3, intron 10 of 21)	38052786	38129662	76877	2	Rev1	-112293
chr1	38242050	38242049	0	1	0.5312742	0.9437834	0.4125092	0.0141206	Intron (NM_001290814/Aff3, intron 10 of 21)	38052786	38129662	76877	2	Rev1	-112388
chr1	38252734	38252733	0	1	0.3646628	0.6970156	0.3323528	0.0111393	Intron (NM_001290814/Aff3, intron 9 of 21)	38052786	38129662	76877	2	Rev1	-123072
chr1	38307721	38307720	0	1	0.1592766	0.6683598	0.5090832	0.0110599	Intron (NM_001290814/Aff3, intron 8 of 21)	38052786	38129662	76877	2	Rev1	-178059
chr1	38442586	38442585	0	1	0.7110552	0.9632448	0.2521897	0.033879	Intron (NM_001290814/Aff3, intron 4 of 21)	38175991	38627244	451254	2	Aff3	184659
chr1	38639917	38639916	0	1	0.8479908	0.2027045	-0.6452863	0.0068981	Distal Intergenic	38175991	38627244	451254	2	Aff3	-12673
chr1	38663766	38663765	0	1	0.5266934	0.1422653	-0.3844282	0.0344327	Distal Intergenic	38175991	38627244	451254	2	Aff3	-36522
chr1	38665055	38665054	0	1	0.1123063	0.484552	0.3722457	0.0363193	Distal Intergenic	38175991	38627244	451254	2	Aff3	-37811
chr1	38696586	38696585	0	1	0.0141647	0.251182	0.2370173	0.0227177	Distal Intergenic	38175991	38627244	451254	2	Aff3	-69342
chr1	38767350	38767349	0	1	0.9114086	0.6386872	-0.2727214	0.0425332	Distal Intergenic	38794509	38821215	26707	2	Lonrf2	53866
chr1	38839865	38839864	0	1	0.6002788	0.2195968	-0.380682	0.004036	Distal Intergenic	38794509	38821215	26707	2	Lonrf2	-18650
chr1	39196577	39196576	0	1	0.096327	0.5437098	0.4473828	0.0017355	Promoter (2-3kb)	39194272	39363240	168969	1	Npas2	2305
chr1	39197273	39197272	0	1	0.0164326	0.2859192	0.2694866	0.0183591	Intron (NM_008719/Npas2, intron 1 of 20)	39194272	39363240	168969	1	Npas2	3001
chr1	39211149	39211148	0	1	0.5261767	0.1428836	-0.3832931	0.0498071	Intron (NM_008719/Npas2, intron 1 of 20)	39194272	39363240	168969	1	Npas2	16877
chr1	39211171	39211170	0	1	0.4676226	0.0257207	-0.4419018	0.0017888	Intron (NM_008719/Npas2, intron 1 of 20)	39194272	39363240	168969	1	Npas2	16899
chr1	39360137	39360136	0	1	0.9592879	0.6666973	-0.2925907	0.0328245	Intron (NM_008719/Npas2, intron 20 of 20)	39367851	39371910	4060	1	Rpl31	-7715
chr1	39370581	39370580	0	1	0.7262432	0.3314702	-0.394773	0.0051712	Promoter (2-3kb)	39367851	39371910	4060	1	Rpl31	2730
chr1	39535220	39535219	0	1	0.0201524	0.2844508	0.2642983	0.0463827	Promoter (<=1kb)	39535802	39546877	11076	1	Cnot11	-583
chr1	39597481	39597480	0	1	0.9309654	0.3278698	-0.6030956	0.0277749	Distal Intergenic	39551296	39577347	26052	2	Rnf149	-20134
chr1	39622257	39622256	0	1	0.668606	0.1783602	-0.4902458	0.0161341	3' UTR	39618406	39651182	32777	2	Creg2	28926
chr1	39720962	39720961	0	1	0.237794	0.0154678	-0.2223262	0.0440823	Promoter (<=1kb)	39665301	39720989	55689	2	Rfx8	28
chr1	39736844	39736843	0	1	0.9558949	0.776643	-0.1792519	0.039141	Distal Intergenic	39665301	39720989	55689	2	Rfx8	-15855
chr1	39739037	39739036	0	1	0.8097391	0.5277993	-0.2819398	0.0492775	Distal Intergenic	39665301	39720989	55689	2	Rfx8	-18048
chr1	39840094	39840093	0	1	0.0283353	0.3495684	0.3212331	0.0184931	Downstream (2-3kb)	39842428	39847330	4903	2	1700066B17Rik	7237
chr1	39859663	39859662	0	1	0.3496381	0.6876575	0.3380194	0.0480883	Distal Intergenic	39842428	39847330	4903	2	1700066B17Rik	-12333
chr1	40064615	40064614	0	1	0.9524417	0.5783812	-0.3740605	0.0002858	Distal Intergenic	40084768	40125226	40459	1	Il1r2	-20154
chr1	41131582	41131581	0	1	0.1446011	0.6666261	0.522025	0.0239434	Distal Intergenic	41167560	41181252	13693	2	4930448I06Rik	49671
chr1	41182483	41182482	0	1	0.9452259	0.6146702	-0.3305557	0.030442	Promoter (1-2kb)	41167560	41181252	13693	2	4930448I06Rik	-1231
chr1	41898065	41898064	0	1	0.0788885	0.2887218	0.2098333	0.0335208	Distal Intergenic	41167560	41181252	13693	2	4930448I06Rik	-716813
chr1	42406098	42406097	0	1	0.5782059	0.125858	-0.4523479	0.0189943	Distal Intergenic	42648200	42694825	46626	2	Pantr1	288728
chr1	42543118	42543117	0	1	0.6255742	0.8879417	0.2623675	0.0285194	Distal Intergenic	42648200	42694825	46626	2	Pantr1	151708
