seqnames	start	end	width	CpG	X25w_UVB.mu	X25w_UA.mu	X25w_UVB..25w_UA.diff	X25w_UVB..25w_UA.pval	annotation	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
chr1	7090458	7090457	0	1	0.0365187	0.2083994	0.1718807	0.0369912	Promoter (1-2kb)	7088920	7173628	84709	1	Pcmtd1	1538
chr1	7502655	7502654	0	1	0.7638276	0.387071	-0.3767566	0.0308467	Distal Intergenic	7088920	7173628	84709	1	Pcmtd1	413735
chr1	9554618	9554617	0	1	0.5696742	0.9364015	0.3667273	0.0306952	Intron (NM_175236/Adhfe1, intron 6 of 13)	9548046	9577968	29923	1	Adhfe1	6572
chr1	9629200	9629199	0	1	0.5464679	0.8008533	0.2543854	0.0279911	Promoter (1-2kb)	9560833	9631092	70260	2	2610203C22Rik	1893
chr1	9744764	9744763	0	1	0.6619399	0.332563	-0.3293769	0.0326796	Promoter (2-3kb)	9747648	9771256	23609	1	1700034P13Rik	-2885
chr1	9769142	9769141	0	1	0.541216	0.0695078	-0.4717081	0.0412772	Intron (NR_040462/1700034P13Rik, intron 2 of 3)	9718622	9748382	29761	2	Vcpip1	-20760
chr1	9783788	9783787	0	1	0.1853237	0.6672235	0.4818998	0.0455751	Distal Intergenic	9798130	9902568	104439	1	Sgk3	-14343
chr1	9783822	9783821	0	1	0.0941242	0.3922534	0.2981291	0.0189966	Distal Intergenic	9798130	9902568	104439	1	Sgk3	-14309
chr1	9853723	9853722	0	1	0.7653936	0.1638882	-0.6015054	0.0075216	Intron (NM_133220/Sgk3, intron 2 of 17)	9908638	9940954	32317	1	Mcmdc2	-54916
chr1	9908627	9908626	0	1	0.4935919	0.7907296	0.2971377	0.0337024	Promoter (<=1kb)	9908638	9940954	32317	1	Mcmdc2	-12
chr1	9969148	9969147	0	1	0.7945149	0.3690648	-0.4254502	0.0383083	Promoter (1-2kb)	9960163	9967485	7323	2	Tcf24	-1663
chr1	10553950	10553949	0	1	0.9322743	0.480285	-0.4519893	0.0304447	Intron (NM_001289497/Cpa6, intron 2 of 9)	10324719	10719945	395227	2	Cpa6	165996
chr1	10805944	10805943	0	1	0.9413867	0.4849456	-0.456441	0.0095559	Intron (NR_030645/Mir467e, intron 2 of 3)	10708387	10865874	157488	2	Mir467e	59931
chr1	10993891	10993890	0	1	0.5567342	0.1537437	-0.4029904	0.0175408	Promoter (<=1kb)	10993465	11303682	310218	1	Prex2	426
chr1	10994105	10994104	0	1	0.2198066	0.6363633	0.4165567	0.0326208	Promoter (<=1kb)	10993465	11303682	310218	1	Prex2	640
chr1	11608134	11608133	0	1	0.7247422	0.0695078	-0.6552344	0.0009616	Intron (NM_001160369/A830018L16Rik, intron 7 of 13)	11414105	11975902	561798	1	A830018L16Rik	194029
chr1	11748037	11748036	0	1	0.7254764	0.9351178	0.2096414	0.0265504	Exon (NM_001160369/A830018L16Rik, exon 8 of 14)	11414105	11975902	561798	1	A830018L16Rik	333932
chr1	12693280	12693279	0	1	0.0340856	0.2740663	0.2399806	0.0114401	Promoter (<=1kb)	12692430	12860372	167943	1	Sulf1	850
chr1	12790954	12790953	0	1	0.1041171	0.3349137	0.2307966	0.0288267	Intron (NM_001198565/Sulf1, intron 4 of 21)	12692430	12860372	167943	1	Sulf1	98524
chr1	12791094	12791093	0	1	0.6674852	0.8855647	0.2180795	0.0388869	Intron (NM_001198565/Sulf1, intron 4 of 21)	12692430	12860372	167943	1	Sulf1	98664
chr1	12811544	12811543	0	1	0.6663905	0.9491955	0.282805	0.005882	Intron (NM_001198565/Sulf1, intron 7 of 21)	12692430	12860372	167943	1	Sulf1	119114
chr1	12814564	12814563	0	1	0.0360881	0.2176542	0.181566	0.0335457	Intron (NM_001198565/Sulf1, intron 7 of 21)	12692430	12860372	167943	1	Sulf1	122134
chr1	12814880	12814879	0	1	0.014054	0.1936337	0.1795796	0.0249401	Intron (NM_001198565/Sulf1, intron 7 of 21)	12692430	12860372	167943	1	Sulf1	122450
chr1	12990586	12990585	0	1	0.2153879	0.0112074	-0.2041805	0.0175294	Promoter (<=1kb)	12866550	12991135	124586	2	Slco5a1	550
chr1	12996582	12996581	0	1	0.6335986	0.0718855	-0.5617132	0.0053249	Distal Intergenic	12866550	12991135	124586	2	Slco5a1	-5447
chr1	13126012	13126011	0	1	0.0213303	0.2994811	0.2781508	0.0292107	Promoter (1-2kb)	13113428	13127163	13736	2	Prdm14	1152
chr1	13126436	13126435	0	1	0.0173838	0.3824771	0.3650933	0.0048895	Promoter (<=1kb)	13113428	13127163	13736	2	Prdm14	728
chr1	13126480	13126479	0	1	0.1057589	0.5171151	0.4113562	0.0100068	Promoter (<=1kb)	13113428	13127163	13736	2	Prdm14	684
chr1	13126530	13126529	0	1	0.6038859	0.2344643	-0.3694216	0.0156082	Promoter (<=1kb)	13113428	13127163	13736	2	Prdm14	634
chr1	13128409	13128408	0	1	0.0156725	0.2669667	0.2512942	0.043159	Promoter (1-2kb)	13113428	13127163	13736	2	Prdm14	-1246
chr1	13216559	13216558	0	1	0.6573382	0.2901709	-0.3671673	0.0045439	Intron (NM_001302702/Ncoa2, intron 4 of 21)	13113428	13127163	13736	2	Prdm14	-89396
chr1	13223660	13223659	0	1	0.2621306	0.9642423	0.7021118	0.0015165	Intron (NM_001302702/Ncoa2, intron 3 of 21)	13113428	13127163	13736	2	Prdm14	-96497
chr1	13293751	13293750	0	1	0.5252087	0.2115317	-0.313677	0.00367	Intron (NM_001302702/Ncoa2, intron 1 of 21)	13139105	13374083	234979	2	Ncoa2	80333
chr1	13470461	13470460	0	1	0.9525584	0.5953762	-0.3571822	0.0492345	Distal Intergenic	13139105	13374083	234979	2	Ncoa2	-96378
chr1	13494967	13494966	0	1	0.2076935	0.5543979	0.3467044	0.0483401	Distal Intergenic	13564693	13589910	25218	2	Tram1	94944
chr1	13558767	13558766	0	1	0.6744475	0.1848843	-0.4895632	0.0335047	Distal Intergenic	13564693	13589910	25218	2	Tram1	31144
chr1	13574106	13574105	0	1	0.220679	0.0690352	-0.1516438	0.0492781	Intron (NM_028173/Tram1, intron 6 of 10)	13564693	13589910	25218	2	Tram1	15805
chr1	13574443	13574442	0	1	0.332927	0.065234	-0.267693	0.0094463	Intron (NM_028173/Tram1, intron 6 of 10)	13564693	13589910	25218	2	Tram1	15468
chr1	13660995	13660994	0	1	0.0394196	0.4302919	0.3908722	0.0308831	Promoter (<=1kb)	13625900	13660509	34610	2	Lactb2	-486
chr1	14231648	14231647	0	1	0.6654594	0.3720456	-0.2934138	0.0398301	Intron (NM_001252192/Eya1, intron 8 of 16)	14168958	14310199	141242	2	Eya1	78552
chr1	14484409	14484408	0	1	0.4543943	0.0567766	-0.3976177	0.0324327	Distal Intergenic	14168958	14310199	141242	2	Eya1	-174210
chr1	14503389	14503388	0	1	0.0921161	0.3497793	0.2576632	0.021211	Distal Intergenic	14168958	14310199	141242	2	Eya1	-193190
chr1	14739551	14739550	0	1	0.8956136	0.3290938	-0.5665198	0.0378487	Distal Intergenic	14753346	14755966	2621	2	Msc	16416
chr1	14739904	14739903	0	1	0.673255	0.0285439	-0.6447111	0.0065479	Distal Intergenic	14753346	14755966	2621	2	Msc	16063
chr1	14754206	14754205	0	1	0.7436908	0.3110471	-0.4326437	0.0113717	Promoter (1-2kb)	14753346	14755966	2621	2	Msc	1761
chr1	14755265	14755264	0	1	0.0146085	0.1744235	0.1598149	0.0493	Promoter (<=1kb)	14753346	14755966	2621	2	Msc	702
chr1	16102804	16102803	0	1	0.8246744	0.5171966	-0.3074778	0.029919	Promoter (1-2kb)	16101296	16104433	3138	2	Rpl7	1630
chr1	16115370	16115369	0	1	0.4192497	0.0347081	-0.3845416	0.0464288	Intron (NM_133832/Rdh10, intron 2 of 5)	16105882	16132550	26669	1	Rdh10	9488
chr1	16304924	16304923	0	1	0.9628273	0.6732521	-0.2895752	0.0300412	Intron (NM_001111272/Stau2, intron 11 of 12)	16105882	16132550	26669	1	Rdh10	199042
chr1	16616548	16616547	0	1	0.4244747	0.1818001	-0.2426747	0.0378888	Promoter (2-3kb)	16540788	16619338	78551	2	Ube2w	2791
chr1	16618172	16618171	0	1	0.1726113	0.0109321	-0.1616792	0.0174917	Promoter (1-2kb)	16540788	16619338	78551	2	Ube2w	1167
chr1	16687606	16687605	0	1	0.8199285	0.5594159	-0.2605127	0.0219336	Promoter (<=1kb)	16688456	16709605	21150	1	Ly96	-851
chr1	17123291	17123290	0	1	0.476195	0.026433	-0.449762	0.0371306	Distal Intergenic	17145373	17164270	18898	1	Gdap1	-22083
chr1	17123482	17123481	0	1	0.3481172	0.0894317	-0.2586855	0.0105785	Distal Intergenic	17145373	17164270	18898	1	Gdap1	-21892
chr1	20458138	20458137	0	1	0.673255	0.0695078	-0.6037472	0.0255513	Intron (NM_153179/Pkhd1, intron 35 of 66)	20356454	20392300	35847	1	4930486I03Rik	101684
chr1	20612741	20612740	0	1	0.0711593	0.3217051	0.2505459	0.0128033	Exon (NM_153179/Pkhd1, exon 4 of 67)	20057779	20618057	560279	2	Pkhd1	5317
chr1	20759685	20759684	0	1	0.3369617	0.1329893	-0.2039724	0.0494316	Distal Intergenic	20777146	20784270	7125	2	Il17f	24586
chr1	20935398	20935397	0	1	0.09851	0.3849336	0.2864236	0.005595	Exon (NM_028829/Paqr8, exon 3 of 3)	20951626	20990841	39216	1	Efhc1	-16229
chr1	20940270	20940269	0	1	0.2508903	0.54493	0.2940397	0.0384991	Distal Intergenic	20951626	20990841	39216	1	Efhc1	-11357
chr1	20940275	20940274	0	1	0.3893655	0.722818	0.3334526	0.0436725	Distal Intergenic	20951626	20990841	39216	1	Efhc1	-11352
chr1	20940297	20940296	0	1	0.3392024	0.6481831	0.3089808	0.0139788	Distal Intergenic	20951626	20990841	39216	1	Efhc1	-11330
chr1	20974989	20974988	0	1	0.1110843	0.3077435	0.1966592	0.0468113	Exon (NM_027974/Efhc1, exon 7 of 11)	20951626	20990841	39216	1	Efhc1	23363
chr1	21240721	21240720	0	1	0.4508495	0.9372306	0.4863811	0.005517	Promoter (<=1kb)	21240585	21265575	24991	1	Gsta3	136
chr1	21411734	21411733	0	1	0.3584576	0.0195203	-0.3389373	0.0257908	Intron (NM_001160139/Kcnq5, intron 12 of 14)	21383556	21386384	2829	1	Khdc1b	28178
chr1	21411896	21411895	0	1	0.5444457	0.0485103	-0.4959353	0.033524	Intron (NM_001160139/Kcnq5, intron 12 of 14)	21383556	21386384	2829	1	Khdc1b	28340
chr1	22117793	22117792	0	1	0.9245306	0.7073545	-0.2171761	0.0268208	Distal Intergenic	21398403	21961942	563540	2	Kcnq5	-155851
chr1	23188359	23188358	0	1	0.7414385	0.3664927	-0.3749458	0.021482	Distal Intergenic	23272269	23272339	71	1	Mir30a	-83911
chr1	23188492	23188491	0	1	0.6369309	0.3714496	-0.2654813	0.027098	Distal Intergenic	23272269	23272339	71	1	Mir30a	-83778
chr1	23380199	23380198	0	1	0.4965023	0.2295817	-0.2669206	0.0149	Promoter (2-3kb)	23366424	23383175	16752	2	Ogfrl1	2977
chr1	23490751	23490750	0	1	0.3300593	0.9406885	0.6106292	0.0240814	Distal Intergenic	23366424	23383175	16752	2	Ogfrl1	-107576
chr1	23923561	23923560	0	1	0.9149898	0.6920515	-0.2229383	0.030776	Promoter (1-2kb)	23844825	23922381	77557	2	Smap1	-1180
chr1	24137670	24137669	0	1	0.2774812	0.6884981	0.4110168	0.0324672	Distal Intergenic	24010758	24100341	89584	2	Fam135a	-37329
chr1	24245953	24245952	0	1	0.3359746	0.032574	-0.3034006	0.0315661	Intron (NM_007740/Col9a1, intron 37 of 37)	24177610	24252738	75129	1	Col9a1	68343
chr1	24367956	24367955	0	1	0.1660099	0.5100528	0.3440428	0.0309835	Intron (NM_007733/Col19a1, intron 16 of 50)	24177610	24252738	75129	1	Col9a1	190346
chr1	24585884	24585883	0	1	0.5861722	0.8518033	0.2656311	0.0264181	Promoter (1-2kb)	24257683	24587437	329755	2	Col19a1	1554
chr1	24585913	24585912	0	1	0.7791268	0.959682	0.1805552	0.0346879	Promoter (1-2kb)	24257683	24587437	329755	2	Col19a1	1525
chr1	24787000	24786999	0	1	0.5231623	0.8913808	0.3682185	0.019135	Distal Intergenic	24678544	24766301	87758	1	Lmbrd1	108456
chr1	25204964	25204963	0	1	0.6212769	0.3077265	-0.3135504	0.037717	Intron (NM_175642/Adgrb3, intron 19 of 30)	25276404	25277954	1551	2	Gm20172	72991
chr1	25830163	25830162	0	1	0.0291332	0.383693	0.3545597	0.0193466	Promoter (<=1kb)	25067476	25829707	762232	2	Adgrb3	-456
chr1	26965507	26965506	0	1	0.8282341	0.4762163	-0.3520178	0.0238045	Distal Intergenic	26681801	26687460	5660	2	4931408C20Rik	-278047
chr1	27584101	27584100	0	1	0.9488978	0.4187017	-0.5301961	0.0062792	Distal Intergenic	26681801	26687460	5660	2	4931408C20Rik	-896641
chr1	28109601	28109600	0	1	0.3862709	0.024727	-0.3615439	0.0161733	Distal Intergenic	28776122	28780252	4131	2	Gm597	670652
chr1	28109732	28109731	0	1	0.9394811	0.5969694	-0.3425117	0.0058967	Distal Intergenic	28776122	28780252	4131	2	Gm597	670521
chr1	28819004	28819003	0	1	0.3004052	0.072462	-0.2279433	0.0301179	Distal Intergenic	28776122	28780252	4131	2	Gm597	-38752
chr1	30700888	30700887	0	1	0.4447615	0.1577614	-0.2870001	0.0357697	Distal Intergenic	30802342	30863256	60915	2	Phf3	162369
chr1	30778616	30778615	0	1	0.0982151	0.7263083	0.6280932	0.0043092	Distal Intergenic	30802342	30863256	60915	2	Phf3	84641
chr1	30977476	30977475	0	1	0.0701437	0.8478909	0.7777472	0.0015491	Distal Intergenic	30940303	30949755	9453	2	Ptp4a1	-27721
chr1	31153436	31153435	0	1	0.2072931	0.4958647	0.2885716	0.0473722	Intron (NR_033445/4931428L18Rik, intron 2 of 2)	31176435	31204725	28291	1	Lgsn	-23000
chr1	32174597	32174596	0	1	0.2603192	0.0384363	-0.2218829	0.0176562	Promoter (1-2kb)	32172806	32657738	484933	1	Khdrbs2	1791
chr1	33555823	33555822	0	1	0.1743023	0.5735449	0.3992426	0.0217898	Intron (NM_008922/Prim2, intron 7 of 13)	33453808	33669794	215987	2	Prim2	113972
chr1	33668893	33668892	0	1	0.5068519	0.7962347	0.2893828	0.016862	Promoter (<=1kb)	33453808	33669794	215987	2	Prim2	902
chr1	33714716	33714715	0	1	0.7581774	0.3461376	-0.4120398	0.0020435	Distal Intergenic	33719896	33742564	22669	1	Rab23	-5181
chr1	33755069	33755068	0	1	0.5396046	0.9234714	0.3838668	0.0076227	Promoter (2-3kb)	33745484	33757750	12267	2	Bag2	2682
chr1	33755866	33755865	0	1	0.9640758	0.6920352	-0.2720406	0.0494897	Promoter (1-2kb)	33745484	33757750	12267	2	Bag2	1885
chr1	33756627	33756626	0	1	0.8039935	0.5348007	-0.2691928	0.0198498	Promoter (1-2kb)	33745484	33757750	12267	2	Bag2	1124
chr1	33756806	33756805	0	1	0.4564845	0.2225966	-0.2338879	0.0423248	Promoter (<=1kb)	33745484	33757750	12267	2	Bag2	945
chr1	33883887	33883886	0	1	0.4792919	0.9146069	0.4353151	0.0376578	Intron (NM_177235/Bend6, intron 1 of 6)	33852052	33907621	55570	2	Bend6	23735
chr1	33903894	33903893	0	1	0.356952	0.0922499	-0.2647021	0.0099292	Intron (NM_177235/Bend6, intron 1 of 6)	33852052	33907621	55570	2	Bend6	3728
chr1	33936458	33936457	0	1	0.971237	0.7241794	-0.2470576	0.0129574	Intron (NM_001276764/Dst, intron 2 of 102)	33908225	34308662	400438	1	Dst	28233
chr1	33964587	33964586	0	1	0.4495827	0.0982302	-0.3513525	0.0061211	Intron (NM_001276764/Dst, intron 2 of 102)	33908225	34308662	400438	1	Dst	56362
chr1	33990339	33990338	0	1	0.5815832	0.032574	-0.5490092	0.0011649	Intron (NM_001276764/Dst, intron 3 of 102)	33908225	34308662	400438	1	Dst	82114
chr1	34007556	34007555	0	1	0.8544469	0.2614159	-0.593031	0.0148014	Intron (NM_001276764/Dst, intron 4 of 102)	33908225	34308662	400438	1	Dst	99331
chr1	34020550	34020549	0	1	0.7371171	0.2951407	-0.4419764	0.0304793	Intron (NM_001276764/Dst, intron 4 of 102)	34117359	34117431	73	1	Mir6896	-96810
chr1	34156442	34156441	0	1	0.038791	0.3947999	0.3560089	0.0405461	Intron (NM_001276764/Dst, intron 12 of 102)	34117359	34117431	73	1	Mir6896	39083
chr1	34237571	34237570	0	1	0.7989152	0.5980529	-0.2008624	0.0481984	Intron (NM_001276764/Dst, intron 60 of 102)	34117359	34117431	73	1	Mir6896	120212
chr1	34409977	34409976	0	1	0.0841995	0.2662621	0.1820626	0.0442679	Distal Intergenic	34433121	34433199	79	2	Mir5103	23223
chr1	34467998	34467997	0	1	0.3300593	0.9239193	0.59386	0.0320582	Intron (NM_011206/Ptpn18, intron 5 of 14)	34459746	34473779	14034	1	Ptpn18	8252
chr1	34468019	34468018	0	1	0.3314679	0.7993588	0.4678909	0.0488657	Intron (NM_011206/Ptpn18, intron 5 of 14)	34459746	34473779	14034	1	Ptpn18	8273
chr1	34486225	34486224	0	1	0.2421446	0.0172333	-0.2249114	0.0368148	Distal Intergenic	34498430	34503062	4633	1	Prss39	-12206
chr1	34486237	34486236	0	1	0.332611	0.0567372	-0.2758738	0.0169789	Distal Intergenic	34498430	34503062	4633	1	Prss39	-12194
chr1	34487444	34487443	0	1	0.9658176	0.4999257	-0.4658919	0.0476732	Distal Intergenic	34498430	34503062	4633	1	Prss39	-10987
chr1	34490716	34490715	0	1	0.8103443	0.2823795	-0.5279648	0.0327679	Distal Intergenic	34498430	34503062	4633	1	Prss39	-7715
chr1	34579914	34579913	0	1	0.5212733	0.0980008	-0.4232724	0.0178918	Promoter (<=1kb)	34579693	34590944	11252	1	Amer3	221
chr1	34671955	34671954	0	1	0.148581	0.8113078	0.6627268	7.67e-05	Distal Intergenic	34633535	34636210	2676	2	AA619741	-35745
chr1	34738529	34738528	0	1	0.0128814	0.1805154	0.1676339	0.0381644	Distal Intergenic	34801722	34812754	11033	1	Arhgef4	-63194
chr1	34750478	34750477	0	1	0.2578644	0.0139057	-0.2439587	0.048813	Distal Intergenic	34801722	34812754	11033	1	Arhgef4	-51245
chr1	34839922	34839921	0	1	0.3761093	0.0750404	-0.301069	0.017471	Intron (NM_001160235/Fam168b, intron 1 of 7)	34813218	34843050	29833	2	Fam168b	3129
chr1	34839954	34839953	0	1	0.7931941	0.4937735	-0.2994206	0.0213633	Intron (NM_001160235/Fam168b, intron 1 of 7)	34813218	34843050	29833	2	Fam168b	3097
chr1	35815026	35815025	0	1	0.4717608	0.1369092	-0.3348516	0.0137686	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-253375
chr1	35875319	35875318	0	1	0.0489441	0.5881512	0.5392071	0.0069372	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-193082
chr1	35905786	35905785	0	1	0.3242049	0.6932669	0.369062	0.0127391	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-162615
chr1	36016977	36016976	0	1	0.8459973	0.5446661	-0.3013312	0.0458163	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-51424
chr1	36075086	36075085	0	1	0.874244	0.4302919	-0.4439521	0.020679	Intron (NM_015818/Hs6st1, intron 1 of 1)	36068400	36106446	38047	1	Hs6st1	6686
chr1	36075134	36075133	0	1	0.6357609	0.8836397	0.2478788	0.045352	Intron (NM_015818/Hs6st1, intron 1 of 1)	36068400	36106446	38047	1	Hs6st1	6734
chr1	36085183	36085182	0	1	0.0489441	0.5209465	0.4720024	0.0076715	Intron (NM_015818/Hs6st1, intron 1 of 1)	36068400	36106446	38047	1	Hs6st1	16783
chr1	36255977	36255976	0	1	0.7273119	0.0695078	-0.6578041	0.0074494	Distal Intergenic	36140028	36244302	104275	2	Uggt1	-11675
chr1	36256269	36256268	0	1	0.7419744	0.9401331	0.1981587	0.0447824	Distal Intergenic	36140028	36244302	104275	2	Uggt1	-11967
chr1	36310022	36310021	0	1	0.8776452	0.5103539	-0.3672913	0.0372224	Promoter (2-3kb)	36307733	36324029	16297	1	Arid5a	2289
chr1	36310028	36310027	0	1	0.8909304	0.5915688	-0.2993616	0.0298988	Promoter (2-3kb)	36307733	36324029	16297	1	Arid5a	2295
chr1	36372315	36372314	0	1	0.4589052	0.0567766	-0.4021286	0.0228473	Promoter (<=1kb)	36372291	36422110	49820	1	Fer1l5	24
chr1	36462456	36462455	0	1	0.8956136	0.4151485	-0.4804651	0.0242048	Distal Intergenic	36471597	36508776	37180	1	Cnnm4	-9142
chr1	36473758	36473757	0	1	0.5084585	0.2482081	-0.2602504	0.0377846	Promoter (2-3kb)	36471597	36508776	37180	1	Cnnm4	2161
chr1	36492610	36492609	0	1	0.0939725	0.4530251	0.3590527	0.030805	Intron (NM_033570/Cnnm4, intron 1 of 6)	36511876	36528237	16362	1	Cnnm3	-19267
chr1	36513913	36513912	0	1	0.7569409	0.3602866	-0.3966543	0.0433048	Promoter (2-3kb)	36511876	36528237	16362	1	Cnnm3	2037
chr1	36530627	36530626	0	1	0.2134964	0.0355795	-0.1779169	0.0439129	3' UTR	36530534	36535729	5196	2	Ankrd23	5103
chr1	36533861	36533860	0	1	0.2876945	0.713406	0.4257115	0.0113038	Promoter (1-2kb)	36530534	36535729	5196	2	Ankrd23	1869
chr1	36546084	36546083	0	1	0.9247979	0.4151485	-0.5096494	0.0197838	Promoter (1-2kb)	36538173	36547201	9029	2	Ankrd39	1118
chr1	36568316	36568315	0	1	0.1550955	0.5104997	0.3554042	0.0328138	Intron (NM_027957/Fam178b, intron 3 of 5)	36548639	36558381	9743	2	Sema4c	-9935
chr1	36707141	36707140	0	1	0.9465484	0.4512254	-0.495323	0.0012908	Promoter (2-3kb)	36699202	36709925	10724	2	Actr1b	2785
chr1	36759168	36759167	0	1	0.5815614	0.9329882	0.3514268	0.006762	Promoter (2-3kb)	36761798	36782820	21023	1	Zap70	-2631
chr1	36767442	36767441	0	1	0.0240431	0.4032886	0.3792455	0.0071286	Intron (NM_009539/Zap70, intron 1 of 12)	36761798	36782820	21023	1	Zap70	5644
chr1	36770949	36770948	0	1	0.2801326	0.6955961	0.4154635	0.0144152	Exon (NM_009539/Zap70, exon 2 of 13)	36761798	36782820	21023	1	Zap70	9151
chr1	36771084	36771083	0	1	0.2287725	0.5094262	0.2806537	0.0284117	Exon (NM_009539/Zap70, exon 2 of 13)	36761798	36782820	21023	1	Zap70	9286
chr1	36771121	36771120	0	1	0.207453	0.5292814	0.3218284	0.0142794	Exon (NM_009539/Zap70, exon 2 of 13)	36761798	36782820	21023	1	Zap70	9323
chr1	36771129	36771128	0	1	0.0630321	0.460134	0.3971019	0.0009096	Exon (NM_009539/Zap70, exon 2 of 13)	36761798	36782820	21023	1	Zap70	9331
chr1	36782058	36782057	0	1	0.8428926	0.4830786	-0.359814	0.0227682	Intron (NM_009539/Zap70, intron 12 of 12)	36761798	36782820	21023	1	Zap70	20260
chr1	36803358	36803357	0	1	0.1130512	0.3770269	0.2639757	0.0389527	Intron (NM_018872/Tmem131, intron 32 of 40)	36761798	36782820	21023	1	Zap70	41560
chr1	36935418	36935417	0	1	0.6753968	0.1848843	-0.4905125	0.0234145	Intron (NM_018872/Tmem131, intron 1 of 40)	36792189	36939527	147339	2	Tmem131	4110
chr1	36940538	36940537	0	1	0.6326418	0.8772669	0.2446251	0.0402172	Promoter (1-2kb)	36792189	36939527	147339	2	Tmem131	-1011
chr1	36945738	36945737	0	1	0.9103666	0.5195608	-0.3908058	0.0117022	Distal Intergenic	36792189	36939527	147339	2	Tmem131	-6211
chr1	36982426	36982425	0	1	0.9465776	0.5994249	-0.3471528	0.0351248	Distal Intergenic	36792189	36939527	147339	2	Tmem131	-42899
chr1	37005262	37005261	0	1	0.882958	0.5700048	-0.3129532	0.0043999	Distal Intergenic	36792189	36939527	147339	2	Tmem131	-65735
chr1	37048922	37048921	0	1	0.0701437	0.6652812	0.5951375	0.0063692	Distal Intergenic	36792189	36939527	147339	2	Tmem131	-109395
chr1	37135412	37135411	0	1	0.4098155	0.1248931	-0.2849224	0.0491011	Distal Intergenic	37218278	37263384	45107	1	Cnga3	-82867
chr1	37186261	37186260	0	1	0.4985124	0.0427211	-0.4557913	0.0066747	Distal Intergenic	37218278	37263384	45107	1	Cnga3	-32018
chr1	37402150	37402149	0	1	0.2621306	0.8478909	0.5857604	0.0465619	Intron (NM_001290797/Inpp4a, intron 25 of 25)	37417085	37430103	13019	2	Coa5	27954
chr1	37463090	37463089	0	1	0.6240788	0.0567766	-0.5673022	0.0099952	Intron (NM_001290801/Mgat4a, intron 6 of 14)	37485851	37488605	2755	2	4930594C11Rik	25516
