seqnames	start	end	width	CpG	X2w_UVB.mu	X2w_UA.mu	X2w_UVB..2w_UA.diff	X2w_UVB..2w_UA.pval	annotation	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
chr1	11404962	11404961	0	1	0.4364923	0.8161866	0.3796944	0.0163001	Distal Intergenic	11414105	11975902	561798	1	A830018L16Rik	-9144
chr1	12637183	12637182	0	1	0.3716453	0.7398281	0.3681828	0.0080092	Distal Intergenic	12667563	12673090	5528	1	Gm17644	-30381
chr1	12851024	12851023	0	1	0.1542441	0.3629971	0.2087529	0.0472027	Intron (NM_001198565/Sulf1, intron 21 of 21)	12866550	12991135	124586	2	Slco5a1	140112
chr1	12990218	12990217	0	1	0.3974718	0.750661	0.3531891	0.0043864	Promoter (<=1kb)	12866550	12991135	124586	2	Slco5a1	918
chr1	12990294	12990293	0	1	0.0673948	0.2692359	0.2018411	0.0418421	Promoter (<=1kb)	12866550	12991135	124586	2	Slco5a1	842
chr1	12996582	12996581	0	1	0.8141665	0.0923802	-0.7217863	8e-07	Distal Intergenic	12866550	12991135	124586	2	Slco5a1	-5447
chr1	13083595	13083594	0	1	0.098326	0.2919828	0.1936568	0.0294827	Distal Intergenic	13113428	13127163	13736	2	Prdm14	43569
chr1	13104245	13104244	0	1	0.0424578	0.4305139	0.3880561	0.0365295	Distal Intergenic	13113428	13127163	13736	2	Prdm14	22919
chr1	13107451	13107450	0	1	0.7205521	0.9695355	0.2489833	0.0278344	Distal Intergenic	13113428	13127163	13736	2	Prdm14	19713
chr1	13126492	13126491	0	1	0.0160128	0.2126573	0.1966445	0.0288962	Promoter (<=1kb)	13113428	13127163	13736	2	Prdm14	672
chr1	13127209	13127208	0	1	0.3748061	0.0240752	-0.3507309	0.0481988	Promoter (<=1kb)	13113428	13127163	13736	2	Prdm14	-46
chr1	13256684	13256683	0	1	0.5948349	0.8516554	0.2568205	0.0347448	Intron (NM_001302702/Ncoa2, intron 2 of 21)	13139105	13374083	234979	2	Ncoa2	117400
chr1	13291628	13291627	0	1	0.9351865	0.6947573	-0.2404292	0.0492354	Intron (NM_001302702/Ncoa2, intron 1 of 21)	13139105	13374083	234979	2	Ncoa2	82456
chr1	13294664	13294663	0	1	0.3748061	0.8480544	0.4732483	0.021916	Intron (NM_001302702/Ncoa2, intron 1 of 21)	13139105	13374083	234979	2	Ncoa2	79420
chr1	13371436	13371435	0	1	0.1446707	0.4240592	0.2793885	0.0427637	Promoter (2-3kb)	13139105	13374083	234979	2	Ncoa2	2648
chr1	13428390	13428389	0	1	0.4407091	0.8225608	0.3818517	0.0100791	Distal Intergenic	13139105	13374083	234979	2	Ncoa2	-54307
chr1	13498046	13498045	0	1	0.5645749	0.9370415	0.3724666	0.0267584	Distal Intergenic	13564693	13589910	25218	2	Tram1	91865
chr1	13669837	13669836	0	1	0.7139628	0.3899094	-0.3240534	0.0269314	Promoter (1-2kb)	13668771	13701723	32953	1	Xkr9	1066
chr1	13706310	13706309	0	1	0.942352	0.7772261	-0.1651259	0.0413789	Distal Intergenic	13668771	13701723	32953	1	Xkr9	37539
chr1	13706324	13706323	0	1	0.7667942	0.4135027	-0.3532915	0.0005749	Distal Intergenic	13668771	13701723	32953	1	Xkr9	37553
chr1	14506556	14506555	0	1	0.3304221	0.0158904	-0.3145317	0.0475789	Distal Intergenic	14168958	14310199	141242	2	Eya1	-196357
chr1	14507708	14507707	0	1	0.4035637	0.0959359	-0.3076278	0.0331575	Distal Intergenic	14168958	14310199	141242	2	Eya1	-197509
chr1	14760992	14760991	0	1	0.5940722	0.9027017	0.3086295	0.0498297	Distal Intergenic	14753346	14755966	2621	2	Msc	-5026
chr1	16305206	16305205	0	1	0.0687771	0.6324686	0.5636916	0.012117	Intron (NM_001111272/Stau2, intron 11 of 12)	16105882	16132550	26669	1	Rdh10	199324
chr1	16305212	16305211	0	1	0.1261828	0.5743348	0.448152	0.0290851	Intron (NM_001111272/Stau2, intron 11 of 12)	16105882	16132550	26669	1	Rdh10	199330
chr1	16616548	16616547	0	1	0.4698106	0.1844969	-0.2853137	0.0287639	Promoter (2-3kb)	16540788	16619338	78551	2	Ube2w	2791
chr1	16746331	16746330	0	1	0.6614719	0.3570496	-0.3044223	0.0197377	Distal Intergenic	16688456	16709605	21150	1	Ly96	57875
chr1	17124461	17124460	0	1	0.2074416	0.7604575	0.553016	0.0041337	Distal Intergenic	17145373	17164270	18898	1	Gdap1	-20913
chr1	17949435	17949434	0	1	0.9309125	0.5320655	-0.398847	0.0481384	Distal Intergenic	18115191	18137051	21861	2	Crisp4	187617
chr1	18057654	18057653	0	1	0.1720387	0.0096969	-0.1623418	0.0376625	Distal Intergenic	18115191	18137051	21861	2	Crisp4	79398
chr1	18058855	18058854	0	1	0.2161046	0.0130381	-0.2030665	0.0389339	Distal Intergenic	18115191	18137051	21861	2	Crisp4	78197
chr1	18961744	18961743	0	1	0.0481437	0.4333625	0.3852188	0.0422646	Distal Intergenic	19103022	19166332	63311	1	Tfap2d	-141279
chr1	19236888	19236887	0	1	0.0562646	0.6939948	0.6377302	0.0004949	3' UTR	19208914	19238845	29932	1	Tfap2b	27974
chr1	20892073	20892072	0	1	0.1582976	0.4931876	0.3348899	0.0131686	Promoter (1-2kb)	20890622	20938756	48135	1	Paqr8	1451
chr1	20915501	20915500	0	1	0.9233499	0.511499	-0.4118509	0.0210483	Intron (NM_028829/Paqr8, intron 1 of 2)	20890622	20938756	48135	1	Paqr8	24879
chr1	20950273	20950272	0	1	0.7415337	0.2571383	-0.4843954	0.0135689	Promoter (1-2kb)	20951626	20990841	39216	1	Efhc1	-1354
chr1	21461208	21461207	0	1	0.5482441	0.2525142	-0.2957299	0.0417472	Intron (NM_001160139/Kcnq5, intron 10 of 14)	21383556	21386384	2829	1	Khdc1b	77652
chr1	21619053	21619052	0	1	0.3989718	0.7475744	0.3486026	0.0477393	Intron (NM_001160139/Kcnq5, intron 1 of 14)	21383556	21386384	2829	1	Khdc1b	235497
chr1	21962054	21962053	0	1	0.0231994	0.2682653	0.2450659	0.0412352	Promoter (<=1kb)	21398403	21961942	563540	2	Kcnq5	-112
chr1	22378041	22378040	0	1	0.9564815	0.7391724	-0.2173091	0.0190565	Intron (NM_001012623/Rims1, intron 8 of 14)	21398403	21961942	563540	2	Kcnq5	-416099
chr1	22386766	22386765	0	1	0.9509731	0.6828247	-0.2681484	0.0406704	Intron (NM_001012623/Rims1, intron 7 of 14)	22288422	22805724	517303	2	Rims1	418959
chr1	22621127	22621126	0	1	0.5389872	0.1353273	-0.4036599	0.0072544	Intron (NM_001012623_1/Rims1, intron 3 of 14)	22288422	22805724	517303	2	Rims1	184598
chr1	23379763	23379762	0	1	0.5259888	0.2140049	-0.3119839	0.0245517	Intron (NM_001081079/Ogfrl1, intron 1 of 6)	23366424	23383175	16752	2	Ogfrl1	3413
chr1	23380332	23380331	0	1	0.253317	0.6910292	0.4377122	0.007018	Promoter (2-3kb)	23366424	23383175	16752	2	Ogfrl1	2844
chr1	23380361	23380360	0	1	0.6023876	0.9236469	0.3212593	0.0387566	Promoter (2-3kb)	23366424	23383175	16752	2	Ogfrl1	2815
chr1	23442574	23442573	0	1	0.1070756	0.5098121	0.4027366	0.001789	Distal Intergenic	23366424	23383175	16752	2	Ogfrl1	-59399
chr1	24649434	24649433	0	1	0.7636773	0.0678273	-0.6958501	0.0022916	Distal Intergenic	24678544	24766301	87758	1	Lmbrd1	-29111
chr1	24699594	24699593	0	1	0.0840938	0.4444019	0.360308	0.0265804	Intron (NM_026719/Lmbrd1, intron 3 of 15)	24678544	24766301	87758	1	Lmbrd1	21050
chr1	24708299	24708298	0	1	0.7632706	0.4366775	-0.326593	0.0461719	Intron (NM_026719/Lmbrd1, intron 5 of 15)	24678544	24766301	87758	1	Lmbrd1	29755
chr1	25397177	25397176	0	1	0.4146437	0.8941835	0.4795397	0.0483575	Intron (NM_175642/Adgrb3, intron 15 of 30)	25276404	25277954	1551	2	Gm20172	-119223
chr1	27709906	27709905	0	1	0.0562646	0.5947951	0.5385305	0.0083978	Distal Intergenic	26681801	26687460	5660	2	4931408C20Rik	-1022446
chr1	28109601	28109600	0	1	0.4176639	0.1086858	-0.3089781	0.0472203	Distal Intergenic	28776122	28780252	4131	2	Gm597	670652
chr1	28109803	28109802	0	1	0.2167383	0.8848991	0.6681607	0.0013211	Distal Intergenic	28776122	28780252	4131	2	Gm597	670450
chr1	30771761	30771760	0	1	0.5196805	0.9151619	0.3954814	0.0141918	Distal Intergenic	30802342	30863256	60915	2	Phf3	91496
chr1	30909004	30909003	0	1	0.0243389	0.3293424	0.3050035	0.0377305	Distal Intergenic	30941592	30949710	8119	2	Gm13363	40707
chr1	30944912	30944911	0	1	0.0562646	0.672516	0.6162514	0.0164719	Intron (NM_011200/Ptp4a1, intron 3 of 5)	30941592	30949710	8119	2	Gm13363	4799
chr1	33657821	33657820	0	1	0.0687771	0.6335977	0.5648206	0.0078638	Intron (NM_008922/Prim2, intron 5 of 13)	33453808	33669794	215987	2	Prim2	11974
chr1	33755183	33755182	0	1	0.8744538	0.2606384	-0.6138155	0.0238288	Promoter (2-3kb)	33745484	33757750	12267	2	Bag2	2568
chr1	33758445	33758444	0	1	0.1525934	0.4214328	0.2688393	0.0302843	Promoter (<=1kb)	33745484	33757750	12267	2	Bag2	-695
chr1	33906307	33906306	0	1	0.2607936	0.7933042	0.5325106	0.0485571	Promoter (1-2kb)	33852052	33907621	55570	2	Bend6	1315
chr1	33914829	33914828	0	1	0.3861411	0.8257414	0.4396003	0.0031303	Intron (NM_001276764/Dst, intron 2 of 102)	33908225	34308662	400438	1	Dst	6604
chr1	33944816	33944815	0	1	0.8147447	0.3928853	-0.4218594	0.0181537	Intron (NM_001276764/Dst, intron 2 of 102)	33908225	34308662	400438	1	Dst	36591
chr1	33945299	33945298	0	1	0.5206248	0.8393332	0.3187085	0.0477174	Intron (NM_001276764/Dst, intron 2 of 102)	33908225	34308662	400438	1	Dst	37074
chr1	34106995	34106994	0	1	0.8498408	0.5536947	-0.2961461	0.033383	Intron (NM_001276764/Dst, intron 5 of 102)	34117359	34117431	73	1	Mir6896	-10365
chr1	34128146	34128145	0	1	0.5899976	0.2418983	-0.3480993	0.0118309	Intron (NM_001276764/Dst, intron 8 of 102)	34117359	34117431	73	1	Mir6896	10787
chr1	34128271	34128270	0	1	0.5152509	0.2945323	-0.2207187	0.0498772	Intron (NM_001276764/Dst, intron 8 of 102)	34117359	34117431	73	1	Mir6896	10912
chr1	34399570	34399569	0	1	0.1636466	0.5563996	0.392753	0.0427164	Distal Intergenic	34433121	34433199	79	2	Mir5103	33630
chr1	34481073	34481072	0	1	0.7761559	0.3605632	-0.4155927	0.0050326	Distal Intergenic	34498430	34503062	4633	1	Prss39	-17358
chr1	34499059	34499058	0	1	0.8469207	0.2606384	-0.5862823	0.0462462	Promoter (<=1kb)	34498430	34503062	4633	1	Prss39	629
chr1	34579919	34579918	0	1	0.03504	0.541218	0.5061781	0.016094	Promoter (<=1kb)	34579693	34590944	11252	1	Amer3	226
chr1	34666563	34666562	0	1	0.7066992	0.4277429	-0.2789563	0.0470032	Distal Intergenic	34633535	34636210	2676	2	AA619741	-30353
chr1	34671955	34671954	0	1	0.6194554	0.1502277	-0.4692277	0.0408465	Distal Intergenic	34633535	34636210	2676	2	AA619741	-35745
chr1	34738698	34738697	0	1	0.03504	0.541218	0.5061781	0.016094	Distal Intergenic	34801722	34812754	11033	1	Arhgef4	-63025
chr1	34802333	34802332	0	1	0.2703501	0.0142419	-0.2561082	0.031907	Promoter (<=1kb)	34801722	34812754	11033	1	Arhgef4	611
chr1	34860171	34860170	0	1	0.3965939	0.1323958	-0.2641981	0.0410019	Intron (NM_175421/Plekhb2, intron 1 of 6)	34849959	34879585	29627	1	Plekhb2	10212
chr1	35017675	35017674	0	1	0.3681092	0.9459096	0.5778004	0.003468	Distal Intergenic	34849959	34879585	29627	1	Plekhb2	167716
chr1	35017682	35017681	0	1	0.3310934	0.7569592	0.4258658	0.0364314	Distal Intergenic	34849959	34879585	29627	1	Plekhb2	167723
chr1	35115243	35115242	0	1	0.7586832	0.0678273	-0.6908559	0.0004889	Distal Intergenic	34849959	34879585	29627	1	Plekhb2	265284
chr1	35388106	35388105	0	1	0.7989495	0.0374613	-0.7614881	5.3e-06	Distal Intergenic	34849959	34879585	29627	1	Plekhb2	538147
chr1	35509009	35509008	0	1	0.7685395	0.0304038	-0.7381357	2.79e-05	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-559392
chr1	35826851	35826850	0	1	0.1359644	0.5336903	0.3977259	0.0356055	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-241550
chr1	35881788	35881787	0	1	0.1151224	0.3411514	0.226029	0.0470572	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-186613
chr1	36014119	36014118	0	1	0.2087317	0.5720784	0.3633468	0.0154756	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-54282
chr1	36062343	36062342	0	1	0.7631314	0.4232447	-0.3398867	0.0298556	Distal Intergenic	36068400	36106446	38047	1	Hs6st1	-6058
chr1	36127853	36127852	0	1	0.2889011	0.8941835	0.6052823	0.0055523	Distal Intergenic	36144252	36144313	62	2	Mir6897	16461
chr1	36131426	36131425	0	1	0.417578	0.6654767	0.2478986	0.0349605	Distal Intergenic	36144252	36144313	62	2	Mir6897	12888
chr1	36256108	36256107	0	1	0.7297079	0.3640635	-0.3656444	0.0250119	Distal Intergenic	36140028	36244302	104275	2	Uggt1	-11806
chr1	36256116	36256115	0	1	0.3157385	0.0146892	-0.3010493	0.0085834	Distal Intergenic	36140028	36244302	104275	2	Uggt1	-11814
chr1	36269382	36269381	0	1	0.0294509	0.1805489	0.1510979	0.043162	Exon (NM_153408/Neurl3, exon 2 of 4)	36264602	36273425	8824	2	Neurl3	4044
chr1	36269538	36269537	0	1	0.251477	0.5340975	0.2826205	0.0254988	Exon (NM_153408/Neurl3, exon 2 of 4)	36264602	36273425	8824	2	Neurl3	3888
chr1	36353923	36353922	0	1	0.4485116	0.7674803	0.3189687	0.0123908	Intron (NM_172652/Kansl3, intron 7 of 20)	36348682	36348758	77	2	Mir6898	-5165
chr1	36472566	36472565	0	1	0.1987891	0.0362913	-0.1624978	0.0331172	Promoter (<=1kb)	36471597	36508776	37180	1	Cnnm4	969
chr1	36472662	36472661	0	1	0.8744538	0.1853721	-0.6890818	0.0031131	Promoter (1-2kb)	36471597	36508776	37180	1	Cnnm4	1065
chr1	36535119	36535118	0	1	0.7778573	0.2747835	-0.5030737	0.0067711	Promoter (<=1kb)	36530534	36535729	5196	2	Ankrd23	611
chr1	36547788	36547787	0	1	0.6274073	0.3368507	-0.2905566	0.037938	Promoter (<=1kb)	36538173	36547201	9029	2	Ankrd39	-587
chr1	36746934	36746933	0	1	0.9233499	0.4622623	-0.4610876	0.006148	Intron (NR_040290/4933424G06Rik, intron 8 of 8)	36761798	36782820	21023	1	Zap70	-14865
chr1	36772375	36772374	0	1	0.9056152	0.5730324	-0.3325828	0.0260352	Intron (NM_009539/Zap70, intron 3 of 12)	36761798	36782820	21023	1	Zap70	10577
chr1	36772403	36772402	0	1	0.722126	0.3743699	-0.3477562	0.0142213	Intron (NM_009539/Zap70, intron 3 of 12)	36761798	36782820	21023	1	Zap70	10605
chr1	36815538	36815537	0	1	0.4848827	0.723817	0.2389342	0.0454035	Intron (NM_018872/Tmem131, intron 24 of 40)	36761798	36782820	21023	1	Zap70	53740
chr1	36919252	36919251	0	1	0.1772057	0.6986485	0.5214428	0.0061297	Intron (NM_018872/Tmem131, intron 1 of 40)	36792189	36939527	147339	2	Tmem131	20276
chr1	36996592	36996591	0	1	0.0231994	0.4657974	0.442598	0.0006901	Distal Intergenic	36792189	36939527	147339	2	Tmem131	-57065
chr1	37048922	37048921	0	1	0.0481437	0.5016331	0.4534894	0.0089591	Distal Intergenic	36792189	36939527	147339	2	Tmem131	-109395
chr1	37135412	37135411	0	1	0.8286372	0.3438979	-0.4847393	0.0056226	Distal Intergenic	37218278	37263384	45107	1	Cnga3	-82867
chr1	37272325	37272324	0	1	0.9357891	0.4848753	-0.4509138	0.0114021	Distal Intergenic	37299838	37410740	110903	1	Inpp4a	-27514
chr1	37272338	37272337	0	1	0.6646311	0.1622839	-0.5023472	0.023675	Distal Intergenic	37299838	37410740	110903	1	Inpp4a	-27501
chr1	37341612	37341611	0	1	0.0163238	0.4091591	0.3928353	0.0007163	Intron (NM_001290797/Inpp4a, intron 1 of 25)	37299838	37410740	110903	1	Inpp4a	41774
chr1	37402069	37402068	0	1	0.5188847	0.8225608	0.3036761	0.037471	Intron (NM_001290797/Inpp4a, intron 25 of 25)	37417085	37430103	13019	2	Coa5	28035
chr1	37457829	37457828	0	1	0.0833916	0.247774	0.1643825	0.0461052	Intron (NM_001290801/Mgat4a, intron 7 of 14)	37430172	37439124	8953	1	Unc50	27657
chr1	37457927	37457926	0	1	0.0120638	0.1876991	0.1756353	0.0263028	Intron (NM_001290801/Mgat4a, intron 7 of 14)	37430172	37439124	8953	1	Unc50	27755
chr1	37458027	37458026	0	1	0.3282955	0.8813654	0.5530699	0.0453328	Intron (NM_001290801/Mgat4a, intron 7 of 14)	37430172	37439124	8953	1	Unc50	27855
chr1	37460041	37460040	0	1	0.8335557	0.5104761	-0.3230796	0.026779	Intron (NM_001290801/Mgat4a, intron 7 of 14)	37485851	37488605	2755	2	4930594C11Rik	28565
chr1	37542691	37542690	0	1	0.8237056	0.6101652	-0.2135404	0.0397528	Promoter (1-2kb)	37439340	37541016	101677	2	Mgat4a	-1675
chr1	37575915	37575914	0	1	0.0687771	0.5331982	0.4644211	0.0257975	Distal Intergenic	37439340	37541016	101677	2	Mgat4a	-34899
chr1	37639147	37639146	0	1	0.6795373	0.361847	-0.3176904	0.033627	Intron (NM_028096/2010300C02Rik, intron 2 of 9)	37611676	37719811	108136	2	2010300C02Rik	80665
chr1	37721434	37721433	0	1	0.2924102	0.7829896	0.4905794	0.0011206	Promoter (1-2kb)	37611676	37719811	108136	2	2010300C02Rik	-1623
chr1	37745240	37745239	0	1	0.1636466	0.5850838	0.4214372	0.025243	Distal Intergenic	37611676	37719811	108136	2	2010300C02Rik	-25429
chr1	37881863	37881862	0	1	0.6191982	0.9495545	0.3303563	0.0308009	Intron (NM_026913/Mitd1, intron 3 of 6)	37878890	37890411	11522	2	Mitd1	8549
chr1	37965611	37965610	0	1	0.4819699	0.2072816	-0.2746884	0.0270485	Distal Intergenic	37946738	37957759	11022	2	Lyg1	-7852
chr1	37995661	37995660	0	1	0.0687771	0.6705608	0.6017837	0.0065375	Promoter (1-2kb)	37983867	37997208	13342	2	Txndc9	1548
chr1	37999092	37999091	0	1	0.3429863	0.097826	-0.2451603	0.0394245	Promoter (1-2kb)	37998010	38055579	57570	1	Eif5b	1082
chr1	38127737	38127736	0	1	0.6350931	0.8544986	0.2194055	0.0458543	Promoter (1-2kb)	38052786	38129662	76877	2	Rev1	1926
chr1	38185973	38185972	0	1	0.9672528	0.7801051	-0.1871477	0.0496842	Intron (NM_001290814/Aff3, intron 18 of 21)	38052786	38129662	76877	2	Rev1	-56311
chr1	38627176	38627175	0	1	0.6698444	0.0678273	-0.6020171	0.0064937	Promoter (<=1kb)	38175991	38627244	451254	2	Aff3	69
chr1	38628663	38628662	0	1	0.0477557	0.4299733	0.3822175	0.0018149	Promoter (1-2kb)	38175991	38627244	451254	2	Aff3	-1419
chr1	38628695	38628694	0	1	0.0400486	0.2704394	0.2303909	0.0288392	Promoter (1-2kb)	38175991	38627244	451254	2	Aff3	-1451
chr1	38658445	38658444	0	1	0.7053206	0.2164679	-0.4888527	0.0444447	Distal Intergenic	38175991	38627244	451254	2	Aff3	-31201
chr1	38664181	38664180	0	1	0.6542375	0.9132086	0.2589712	0.0461858	Distal Intergenic	38175991	38627244	451254	2	Aff3	-36937
chr1	38664780	38664779	0	1	0.8210734	0.4683107	-0.3527627	0.0271246	Distal Intergenic	38175991	38627244	451254	2	Aff3	-37536
chr1	38667955	38667954	0	1	0.9764661	0.813347	-0.163119	0.0258595	Distal Intergenic	38175991	38627244	451254	2	Aff3	-40711
chr1	38694396	38694395	0	1	0.3563139	0.587872	0.2315581	0.0473769	Distal Intergenic	38175991	38627244	451254	2	Aff3	-67152
chr1	38800603	38800602	0	1	0.2574414	0.8490886	0.5916472	0.0179226	Intron (NM_001029878/Lonrf2, intron 10 of 10)	38794509	38821215	26707	2	Lonrf2	20613
chr1	38908402	38908401	0	1	0.2607936	0.7805191	0.5197254	0.0375245	Distal Intergenic	38863873	38898160	34288	2	Chst10	-10242
chr1	39105165	39105164	0	1	0.5759493	0.8587992	0.2828498	0.041028	Distal Intergenic	39186896	39186992	97	2	Mir6349	81828
chr1	39213184	39213183	0	1	0.5264377	0.9037596	0.3773219	0.031822	Intron (NM_008719/Npas2, intron 1 of 20)	39194272	39363240	168969	1	Npas2	18912
chr1	39336064	39336063	0	1	0.0492442	0.3271244	0.2778802	0.0082841	Exon (NM_008719/Npas2, exon 15 of 21)	39367851	39371910	4060	1	Rpl31	-31788
chr1	39392664	39392663	0	1	0.4431892	0.8392301	0.3960409	0.0411335	Intron (NM_018775/Tbc1d8, intron 6 of 19)	39367851	39371910	4060	1	Rpl31	24813
chr1	39425498	39425497	0	1	0.1431072	0.4072348	0.2641276	0.0380774	Intron (NM_018775/Tbc1d8, intron 2 of 19)	39371496	39478747	107252	2	Tbc1d8	53250
chr1	39451267	39451266	0	1	0.7413882	0.386279	-0.3551092	0.0226149	Intron (NM_018775/Tbc1d8, intron 1 of 19)	39371496	39478747	107252	2	Tbc1d8	27481
chr1	39456417	39456416	0	1	0.0687771	0.8490886	0.7803115	0.0013659	Intron (NM_018775/Tbc1d8, intron 1 of 19)	39371496	39478747	107252	2	Tbc1d8	22331
chr1	39612137	39612136	0	1	0.0195722	0.294562	0.2749898	0.0251328	Distal Intergenic	39551296	39577347	26052	2	Rnf149	-34790
chr1	39614756	39614755	0	1	0.0821641	0.4449525	0.3627884	0.0315761	Distal Intergenic	39618406	39651182	32777	2	Creg2	36427
chr1	39678921	39678920	0	1	0.5882669	0.0338081	-0.5544588	0.0481132	Intron (NM_001145660/Rfx8, intron 11 of 14)	39618406	39651182	32777	2	Creg2	-27739
chr1	40175350	40175349	0	1	0.4509413	0.7496921	0.2987508	0.0130003	Distal Intergenic	40225080	40316177	91098	1	Il1r1	-49731
chr1	40498451	40498450	0	1	0.6145778	0.1547784	-0.4597994	0.0106612	Exon (NM_008365/Il18r1, exon 11 of 11)	40515362	40551705	36344	1	Il18rap	-16912
chr1	41386968	41386967	0	1	0.8922031	0.2697623	-0.6224408	0.0045983	Distal Intergenic	41167560	41181252	13693	2	4930448I06Rik	-205716
chr1	41430244	41430243	0	1	0.3679346	0.8261924	0.4582578	0.0162577	Distal Intergenic	41167560	41181252	13693	2	4930448I06Rik	-248992
chr1	42406098	42406097	0	1	0.6692278	0.0472912	-0.6219366	0.0004832	Distal Intergenic	42648200	42694825	46626	2	Pantr1	288728
chr1	42532802	42532801	0	1	0.6282558	0.9105169	0.2822611	0.0072327	Distal Intergenic	42648200	42694825	46626	2	Pantr1	162024
chr1	42651536	42651535	0	1	0.906483	0.7257981	-0.1806849	0.0308882	Intron (NR_027826/Pantr1, intron 3 of 3)	42648200	42694825	46626	2	Pantr1	43290
chr1	42697991	42697990	0	1	0.5882669	0.0304038	-0.557863	0.0456029	Promoter (<=1kb)	42697146	42700209	3064	1	Pou3f3	845
chr1	42699568	42699567	0	1	0.3766759	0.0596416	-0.3170343	0.0281209	Promoter (<=1kb)	42700336	42703176	2841	1	2900092D14Rik	-769
chr1	42779869	42779868	0	1	0.3728963	0.6132833	0.240387	0.040154	Distal Intergenic	42750712	42752886	2175	1	Dalir	29157
chr1	43138755	43138754	0	1	0.7993946	0.3946418	-0.4047528	0.038964	Intron (NM_010212/Fhl2, intron 3 of 5)	43098710	43115946	17237	1	AI597479	40045
chr1	43171938	43171937	0	1	0.68153	0.9155519	0.234022	0.0290696	Intron (NM_001289533/Fhl2, intron 1 of 5)	43123071	43196761	73691	2	Fhl2	24824
chr1	43226091	43226090	0	1	0.4146437	0.9370415	0.5223978	0.0145561	Distal Intergenic	43123071	43196761	73691	2	Fhl2	-29330
chr1	43511320	43511319	0	1	0.8804773	0.3450166	-0.5354607	0.0034458	Intron (NM_010879/Nck2, intron 2 of 4)	43445751	43570518	124768	1	Nck2	65569
chr1	43534822	43534821	0	1	0.0955549	0.3816635	0.2861086	0.0095735	Intron (NM_010879/Nck2, intron 3 of 4)	43445751	43570518	124768	1	Nck2	89071
chr1	43547856	43547855	0	1	0.94852	0.7889356	-0.1595844	0.0412266	Intron (NM_010879/Nck2, intron 3 of 4)	43445751	43570518	124768	1	Nck2	102105
chr1	43590107	43590106	0	1	0.8744538	0.0472912	-0.8271626	1.9e-05	Distal Intergenic	43730602	43742564	11963	1	1500015O10Rik	-140496
chr1	44173988	44173987	0	1	0.7621011	0.972804	0.2107029	0.0212895	Exon (NM_011729/Ercc5, exon 10 of 15)	44147744	44181260	33517	1	Ercc5	26244
chr1	45795816	45795815	0	1	0.0386786	0.5893412	0.5506626	0.0494728	Promoter (<=1kb)	45795501	45823613	28113	1	Wdr75	315
chr1	45926848	45926847	0	1	0.6348682	0.1709852	-0.463883	0.0182313	Promoter (1-2kb)	45908070	45925594	17525	2	Slc40a1	-1254
