seqnames	start	end	width	CpG	X2w_UVB.mu	X2w_UA.mu	X2w_UVB..2w_UA.diff	X2w_UVB..2w_UA.pval	annotation	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS
chr1	23380332	23380331	0	1	0.253317	0.6910292	0.4377122	0.007018	Promoter (2-3kb)	23366424	23383175	16752	2	Ogfrl1	2844
chr1	23380361	23380360	0	1	0.6023876	0.9236469	0.3212593	0.0387566	Promoter (2-3kb)	23366424	23383175	16752	2	Ogfrl1	2815
chr1	33755183	33755182	0	1	0.8744538	0.2606384	-0.6138155	0.0238288	Promoter (2-3kb)	33745484	33757750	12267	2	Bag2	2568
chr1	33758445	33758444	0	1	0.1525934	0.4214328	0.2688393	0.0302843	Promoter (<=1kb)	33745484	33757750	12267	2	Bag2	-695
chr1	33906307	33906306	0	1	0.2607936	0.7933042	0.5325106	0.0485571	Promoter (1-2kb)	33852052	33907621	55570	2	Bend6	1315
chr1	34499059	34499058	0	1	0.8469207	0.2606384	-0.5862823	0.0462462	Promoter (<=1kb)	34498430	34503062	4633	1	Prss39	629
chr1	34579919	34579918	0	1	0.03504	0.541218	0.5061781	0.016094	Promoter (<=1kb)	34579693	34590944	11252	1	Amer3	226
chr1	34802333	34802332	0	1	0.2703501	0.0142419	-0.2561082	0.031907	Promoter (<=1kb)	34801722	34812754	11033	1	Arhgef4	611
chr1	36472566	36472565	0	1	0.1987891	0.0362913	-0.1624978	0.0331172	Promoter (<=1kb)	36471597	36508776	37180	1	Cnnm4	969
chr1	36472662	36472661	0	1	0.8744538	0.1853721	-0.6890818	0.0031131	Promoter (1-2kb)	36471597	36508776	37180	1	Cnnm4	1065
chr1	36535119	36535118	0	1	0.7778573	0.2747835	-0.5030737	0.0067711	Promoter (<=1kb)	36530534	36535729	5196	2	Ankrd23	611
chr1	36547788	36547787	0	1	0.6274073	0.3368507	-0.2905566	0.037938	Promoter (<=1kb)	36538173	36547201	9029	2	Ankrd39	-587
chr1	37542691	37542690	0	1	0.8237056	0.6101652	-0.2135404	0.0397528	Promoter (1-2kb)	37439340	37541016	101677	2	Mgat4a	-1675
chr1	37721434	37721433	0	1	0.2924102	0.7829896	0.4905794	0.0011206	Promoter (1-2kb)	37611676	37719811	108136	2	2010300C02Rik	-1623
chr1	37995661	37995660	0	1	0.0687771	0.6705608	0.6017837	0.0065375	Promoter (1-2kb)	37983867	37997208	13342	2	Txndc9	1548
chr1	37999092	37999091	0	1	0.3429863	0.097826	-0.2451603	0.0394245	Promoter (1-2kb)	37998010	38055579	57570	1	Eif5b	1082
chr1	38127737	38127736	0	1	0.6350931	0.8544986	0.2194055	0.0458543	Promoter (1-2kb)	38052786	38129662	76877	2	Rev1	1926
chr1	38627176	38627175	0	1	0.6698444	0.0678273	-0.6020171	0.0064937	Promoter (<=1kb)	38175991	38627244	451254	2	Aff3	69
chr1	38628663	38628662	0	1	0.0477557	0.4299733	0.3822175	0.0018149	Promoter (1-2kb)	38175991	38627244	451254	2	Aff3	-1419
chr1	38628695	38628694	0	1	0.0400486	0.2704394	0.2303909	0.0288392	Promoter (1-2kb)	38175991	38627244	451254	2	Aff3	-1451
chr1	42697991	42697990	0	1	0.5882669	0.0304038	-0.557863	0.0456029	Promoter (<=1kb)	42697146	42700209	3064	1	Pou3f3	845
chr1	42699568	42699567	0	1	0.3766759	0.0596416	-0.3170343	0.0281209	Promoter (<=1kb)	42700336	42703176	2841	1	2900092D14Rik	-769
chr1	45795816	45795815	0	1	0.0386786	0.5893412	0.5506626	0.0494728	Promoter (<=1kb)	45795501	45823613	28113	1	Wdr75	315
chr1	45926848	45926847	0	1	0.6348682	0.1709852	-0.463883	0.0182313	Promoter (1-2kb)	45908070	45925594	17525	2	Slc40a1	-1254
chr1	53704327	53704326	0	1	0.9257805	0.5144036	-0.4113769	0.0178655	Promoter (2-3kb)	53397002	53706784	309783	2	Dnah7a	2458
chr1	53706525	53706524	0	1	0.2821674	0.0752869	-0.2068805	0.047539	Promoter (<=1kb)	53397002	53706784	309783	2	Dnah7a	260
chr1	55362569	55362568	0	1	0.2558724	0.7111396	0.4552673	0.0190782	Promoter (<=1kb)	55300069	55363469	63401	2	Boll	901
chr1	55407601	55407600	0	1	0.8094379	0.4530145	-0.3564234	0.0104442	Promoter (1-2kb)	55405946	55754285	348340	1	Plcl1	1655
chr1	58973257	58973256	0	1	0.4213326	0.0227047	-0.3986279	0.005652	Promoter (<=1kb)	58900450	58973482	73033	2	Trak2	226
chr1	59516214	59516213	0	1	0.0186355	0.3308139	0.3121784	0.0117975	Promoter (<=1kb)	59516264	59634509	118246	1	Gm973	-51
chr1	59690594	59690593	0	1	0.6672302	0.94031	0.2730798	0.0284875	Promoter (1-2kb)	59691958	59692010	53	1	Snord70	-1365
chr1	60408852	60408851	0	1	0.0600837	0.2793833	0.2192996	0.0196282	Promoter (<=1kb)	60409619	60481163	71545	1	Abi2	-768
chr1	60564869	60564868	0	1	0.7459443	0.3813526	-0.3645917	0.0135411	Promoter (1-2kb)	60483185	60566765	83581	2	Raph1	1897
chr1	63447488	63447487	0	1	0.2857333	0.5681147	0.2823814	0.0433216	Promoter (1-2kb)	63445904	63596515	150612	1	Adam23	1584
chr1	64122762	64122761	0	1	0.2644266	0.0756067	-0.1888199	0.0415947	Promoter (1-2kb)	64035671	64121389	85719	2	Klf7	-1373
chr1	64735911	64735910	0	1	0.564246	0.1245509	-0.4396951	0.0099873	Promoter (1-2kb)	64730558	64737750	7193	2	Fzd5	1840
chr1	64735927	64735926	0	1	0.4572398	0.1327726	-0.3244672	0.046809	Promoter (1-2kb)	64730558	64737750	7193	2	Fzd5	1824
chr1	65103732	65103731	0	1	0.1773309	0.5392216	0.3618906	0.027505	Promoter (<=1kb)	65100389	65103363	2975	2	Cryga	-369
chr1	66703241	66703240	0	1	0.3337755	0.0560547	-0.2777208	0.0272228	Promoter (2-3kb)	66700893	66719805	18913	1	Rpe	2348
chr1	67039286	67039285	0	1	0.8218104	0.288578	-0.5332324	0.0170724	Promoter (<=1kb)	67000517	67038872	38356	2	Lancl1	-414
chr1	69108068	69108067	0	1	0.6881783	0.1660131	-0.5221652	0.0030006	Promoter (<=1kb)	68039966	69108059	1068094	2	Erbb4	-9
chr1	69108095	69108094	0	1	0.6888916	0.0965545	-0.5923371	0.0025444	Promoter (<=1kb)	68039966	69108059	1068094	2	Erbb4	-36
chr1	69108099	69108098	0	1	0.7297491	0.1709852	-0.5587639	0.0036206	Promoter (<=1kb)	68039966	69108059	1068094	2	Erbb4	-40
chr1	69108103	69108102	0	1	0.834851	0.288578	-0.546273	0.0123375	Promoter (<=1kb)	68039966	69108059	1068094	2	Erbb4	-44
chr1	70725802	70725801	0	1	0.1976764	0.0138855	-0.1837909	0.0498548	Promoter (<=1kb)	70725715	70885397	159683	1	Vwc2l	87
chr1	72308376	72308375	0	1	0.4426593	0.1974424	-0.2452169	0.0477442	Promoter (<=1kb)	72307421	72394953	87533	1	Xrcc5	955
chr1	72822989	72822988	0	1	0.0562646	0.6705608	0.6142962	0.0028313	Promoter (1-2kb)	72824480	72852471	27992	1	Igfbp2	-1492
chr1	72827070	72827069	0	1	0.9494474	0.7786058	-0.1708416	0.0466466	Promoter (2-3kb)	72824480	72852471	27992	1	Igfbp2	2590
chr1	72875230	72875229	0	1	0.5882669	0.0257385	-0.5625284	0.0425255	Promoter (<=1kb)	72858065	72874865	16801	2	Igfbp5	-365
chr1	73863223	73863222	0	1	0.0898128	0.43833	0.3485172	0.0449801	Promoter (1-2kb)	73618381	73864466	246086	2	6030407O03Rik	1244
chr1	74279495	74279494	0	1	0.417702	0.7878649	0.3701629	0.0305962	Promoter (<=1kb)	74278600	74279589	990	1	Gpbar1	895
chr1	74389772	74389771	0	1	0.9030561	0.5156545	-0.3874015	0.0144907	Promoter (1-2kb)	74391609	74397285	5677	1	Ctdsp1	-1838
chr1	74389961	74389960	0	1	0.0311624	0.5568325	0.5256701	0.0227527	Promoter (1-2kb)	74391609	74397285	5677	1	Ctdsp1	-1649
chr1	74393450	74393449	0	1	0.2518213	0.0435488	-0.2082725	0.0442959	Promoter (<=1kb)	74394310	74394394	85	1	Mir26b	-861
chr1	74589827	74589826	0	1	0.7219407	0.9699583	0.2480175	0.0299609	Promoter (1-2kb)	74588289	74592443	4155	1	Bcs1l	1538
chr1	74770459	74770458	0	1	0.467092	0.688749	0.221657	0.0481463	Promoter (1-2kb)	74771892	74785319	13428	1	Wnt6	-1434
chr1	74771175	74771174	0	1	0.2362563	0.5266633	0.290407	0.0465324	Promoter (<=1kb)	74771892	74785319	13428	1	Wnt6	-718
chr1	74771193	74771192	0	1	0.0452051	0.346896	0.3016908	0.0084361	Promoter (<=1kb)	74771892	74785319	13428	1	Wnt6	-700
chr1	75263612	75263611	0	1	0.1892879	0.0117873	-0.1775006	0.0464803	Promoter (<=1kb)	75247041	75264208	17168	2	Ptprn	597
chr1	75375755	75375754	0	1	0.4147097	0.0227047	-0.392005	0.0349734	Promoter (<=1kb)	75375297	75432306	57010	1	Speg	458
chr1	75451881	75451880	0	1	0.7059424	0.2164679	-0.4894745	0.0464296	Promoter (1-2kb)	75450510	75474340	23831	1	Asic4	1371
chr1	75509951	75509950	0	1	0.4657236	0.7859788	0.3202552	0.0164899	Promoter (2-3kb)	75507077	75510354	3278	1	Inha	2874
chr1	78309327	78309326	0	1	0.5312972	0.0818299	-0.4494673	0.0092382	Promoter (1-2kb)	78310346	78420286	109941	1	Sgpp2	-1020
chr1	78659129	78659128	0	1	0.1163481	0.3892569	0.2729088	0.0068518	Promoter (1-2kb)	78657825	78667601	9777	1	Utp14b	1304
chr1	79861551	79861550	0	1	0.3571775	0.1271075	-0.23007	0.0425483	Promoter (2-3kb)	79794321	79858665	64345	2	Serpine2	-2886
chr1	82289599	82289598	0	1	0.7296491	0.3852517	-0.3443974	0.039764	Promoter (1-2kb)	82233105	82291439	58335	2	Irs1	1841
chr1	82289608	82289607	0	1	0.7205009	0.3970635	-0.3234374	0.0349727	Promoter (1-2kb)	82233105	82291439	58335	2	Irs1	1832
chr1	82724460	82724459	0	1	0.9606149	0.4848747	-0.4757402	0.0041685	Promoter (<=1kb)	82724918	82752389	27472	1	Mff	-459
chr1	84694696	84694695	0	1	0.9030561	0.5308464	-0.3722096	0.0061336	Promoter (1-2kb)	84695839	84695915	77	1	Mir5126	-1144
chr1	84694699	84694698	0	1	0.8513697	0.424555	-0.4268147	0.0022247	Promoter (1-2kb)	84695839	84695915	77	1	Mir5126	-1141
chr1	85109357	85109356	0	1	0.4119778	0.7494433	0.3374655	0.0266616	Promoter (<=1kb)	85088139	85109853	21715	2	A530032D15Rik	497
chr1	85600542	85600541	0	1	0.2737162	0.0613283	-0.212388	0.0363955	Promoter (<=1kb)	85600703	85645036	44334	1	Sp140	-162
chr1	86065501	86065500	0	1	0.1927771	0.0299609	-0.1628161	0.0232389	Promoter (<=1kb)	86064619	86139295	74677	1	Psmd1	882
chr1	87089255	87089254	0	1	0.8799382	0.6460108	-0.2339274	0.0231013	Promoter (<=1kb)	87086691	87089928	3238	2	Alppl2	674
chr1	87621283	87621282	0	1	0.5091645	0.8536082	0.3444437	0.0143634	Promoter (<=1kb)	87620312	87720510	100199	1	Inpp5d	971
chr1	88007522	88007521	0	1	0.0687771	0.6335977	0.5648206	0.0078638	Promoter (1-2kb)	87945121	88008551	63431	2	Usp40	1030
chr1	88205501	88205500	0	1	0.0155286	0.2152101	0.1996815	0.0456882	Promoter (<=1kb)	88204732	88205748	1017	2	Dnajb3	248
chr1	88271935	88271934	0	1	0.1152537	0.8490886	0.7338349	0.0010157	Promoter (2-3kb)	88263113	88269408	6296	2	6430706D22Rik	-2527
chr1	88306361	88306360	0	1	0.1152537	0.4898248	0.374571	0.048408	Promoter (<=1kb)	88306712	88388851	82140	1	Trpm8	-352
chr1	88406916	88406915	0	1	0.9210001	0.6415973	-0.2794028	0.0250136	Promoter (<=1kb)	88407019	88426438	19420	1	Spp2	-104
chr1	88407271	88407270	0	1	0.8863664	0.5704489	-0.3159175	0.0106475	Promoter (<=1kb)	88407019	88426438	19420	1	Spp2	252
chr1	88757261	88757260	0	1	0.6724932	0.3525631	-0.3199301	0.0414178	Promoter (2-3kb)	88754890	88755733	844	1	Platr5	2371
chr1	89933570	89933569	0	1	0.198142	0.0495076	-0.1486344	0.0439726	Promoter (2-3kb)	89927962	89931176	3215	2	Gbx2	-2394
chr1	90153684	90153683	0	1	0.7330435	0.3026991	-0.4303444	0.0200522	Promoter (<=1kb)	90042132	90153401	111270	2	Iqca	-283
chr1	90914824	90914823	0	1	0.0687771	0.5406024	0.4718253	0.0405538	Promoter (<=1kb)	90915100	90951142	36043	1	Mlph	-277
chr1	91145355	91145354	0	1	0.783361	0.9612214	0.1778604	0.0365678	Promoter (<=1kb)	91145103	91170795	25693	1	Rbm44	252
chr1	91177056	91177055	0	1	0.9138855	0.4434067	-0.4704788	0.0115332	Promoter (2-3kb)	91179822	91225196	45375	1	Ramp1	-2767
chr1	91181401	91181400	0	1	0.4912749	0.8479754	0.3567005	0.0124443	Promoter (1-2kb)	91179822	91225196	45375	1	Ramp1	1579
chr1	91181458	91181457	0	1	0.2857166	0.5550038	0.2692873	0.0459631	Promoter (1-2kb)	91179822	91225196	45375	1	Ramp1	1636
chr1	91296099	91296098	0	1	0.5363412	0.9246574	0.3883162	0.0440086	Promoter (2-3kb)	91298338	91321080	22743	1	Scly	-2240
chr1	91298930	91298929	0	1	0.0481437	0.4031017	0.3549579	0.031567	Promoter (<=1kb)	91298338	91321080	22743	1	Scly	592
chr1	91456451	91456450	0	1	0.1470715	0.4518129	0.3047414	0.0172322	Promoter (2-3kb)	91415982	91459328	43347	2	Per2	2878
chr1	91800758	91800757	0	1	0.0304292	0.5769754	0.5465462	0.0011005	Promoter (<=1kb)	91801477	91848027	46551	1	Twist2	-720
chr1	91802607	91802606	0	1	0.4380802	0.0472912	-0.390789	0.0425908	Promoter (1-2kb)	91801477	91848027	46551	1	Twist2	1130
chr1	92640418	92640417	0	1	0.1884417	0.7716774	0.5832357	8.47E-05	Promoter (1-2kb)	92637145	92641985	4841	2	Myeov2	1568
chr1	92647777	92647776	0	1	0.0143796	0.2123001	0.1979204	0.0412388	Promoter (1-2kb)	92644218	92648841	4624	2	Otos	1065
chr1	92648413	92648412	0	1	0.7412131	0.3474522	-0.393761	0.0120535	Promoter (<=1kb)	92644218	92648841	4624	2	Otos	429
chr1	92649171	92649170	0	1	0.2496994	0.9401245	0.6904251	7E-07	Promoter (<=1kb)	92644218	92648841	4624	2	Otos	-330
chr1	92649174	92649173	0	1	0.2590018	0.9585851	0.6995833	1.7E-06	Promoter (<=1kb)	92644218	92648841	4624	2	Otos	-333
chr1	92847559	92847558	0	1	0.2711319	0.7233416	0.4522097	0.0164132	Promoter (2-3kb)	92850378	92850443	66	1	Mir149	-2820
chr1	92848702	92848701	0	1	0.0562646	0.5336903	0.4774257	0.0167563	Promoter (1-2kb)	92850378	92850443	66	1	Mir149	-1677
chr1	92848745	92848744	0	1	0.0386786	0.9423302	0.9036516	0	Promoter (1-2kb)	92850378	92850443	66	1	Mir149	-1634
chr1	92902566	92902565	0	1	0.1805742	0.5384883	0.3579141	0.0380222	Promoter (<=1kb)	92870129	92902906	32778	2	Ankmy1	341
chr1	92909192	92909191	0	1	0.3123564	0.5566777	0.2443212	0.0381038	Promoter (1-2kb)	92910825	92920585	9761	1	Rnpepl1	-1634
chr1	92911843	92911842	0	1	0.5882669	0.0245421	-0.5637248	0.0418662	Promoter (1-2kb)	92910825	92920585	9761	1	Rnpepl1	1018
chr1	92912932	92912931	0	1	0.0687771	0.9064621	0.837685	1.08E-05	Promoter (2-3kb)	92910825	92920585	9761	1	Rnpepl1	2107
chr1	92934065	92934064	0	1	0.2045075	0.0111935	-0.1933141	0.0288335	Promoter (<=1kb)	92934408	92947948	13541	1	Capn10	-344
chr1	92934073	92934072	0	1	0.3995255	0.034069	-0.3654564	0.0005374	Promoter (<=1kb)	92934408	92947948	13541	1	Capn10	-336
chr1	92934083	92934082	0	1	0.1546338	0.0109691	-0.1436646	0.0489949	Promoter (<=1kb)	92934408	92947948	13541	1	Capn10	-326
chr1	93101897	93101896	0	1	0.4749208	0.0338081	-0.4411127	0.0462577	Promoter (<=1kb)	93015455	93101874	86420	2	Kif1a	-23
chr1	93235106	93235105	0	1	0.1576259	0.6261811	0.4685553	0.0064016	Promoter (<=1kb)	93235897	93296448	60552	1	Sned1	-792
chr1	93272393	93272392	0	1	0.0166402	0.1961569	0.1795167	0.0436091	Promoter (2-3kb)	93274549	93274610	62	1	Mir6901	-2157
chr1	93688207	93688206	0	1	0.0133689	0.2348369	0.2214679	0.0226071	Promoter (2-3kb)	93685694	93695762	10069	1	Bok	2513
chr1	93824390	93824389	0	1	0.1077531	0.3321684	0.2244153	0.0472248	Promoter (<=1kb)	93825240	93852174	26935	1	D2hgdh	-851
chr1	93917247	93917246	0	1	0.7804	0.5271525	-0.2532475	0.0293249	Promoter (1-2kb)	93918437	93941239	22803	1	Gm9994	-1191
chr1	95664687	95664686	0	1	0.2707731	0.0364838	-0.2342893	0.0137284	Promoter (2-3kb)	95587682	95667594	79913	2	St8sia4	2908
chr1	95665651	95665650	0	1	0.190176	0.0121851	-0.1779909	0.0375873	Promoter (1-2kb)	95587682	95667594	79913	2	St8sia4	1944
chr1	95665655	95665654	0	1	0.2445544	0.0445856	-0.1999689	0.0417154	Promoter (1-2kb)	95587682	95667594	79913	2	St8sia4	1940
chr1	97660131	97660130	0	1	0.6848464	0.3033277	-0.3815187	0.0056462	Promoter (1-2kb)	97643902	97662018	18117	2	D1Ertd622e	1888
chr1	99772758	99772757	0	1	0.038261	0.5406024	0.5023414	0.0115091	Promoter (<=1kb)	99772765	100485942	713178	1	Cntnap5b	-8
chr1	106711393	106711392	0	1	0.5979115	0.2864984	-0.3114131	0.0324424	Promoter (2-3kb)	106538178	106714290	176113	2	Bcl2	2898
chr1	106711814	106711813	0	1	0.038261	0.3715278	0.3332668	0.0251637	Promoter (2-3kb)	106538178	106714290	176113	2	Bcl2	2477
chr1	118458077	118458076	0	1	0.862692	0.5686906	-0.2940014	0.0295959	Promoter (1-2kb)	118458669	118459265	597	2	2900060B14Rik	1189
chr1	119997635	119997634	0	1	0.572845	0.3175102	-0.2553348	0.0495298	Promoter (2-3kb)	119923519	119995210	71692	2	Cfap221	-2425
chr1	120073889	120073888	0	1	0.3927565	0.0306104	-0.3621461	0.0286415	Promoter (<=1kb)	120067377	120073780	6404	2	Tmem37	-109
chr1	120338269	120338268	0	1	0.8922031	0.2192647	-0.6729384	0.0002639	Promoter (2-3kb)	120340582	120343174	2593	1	C1ql2	-2314
chr1	120340284	120340283	0	1	0.409241	0.067346	-0.341895	0.0309611	Promoter (<=1kb)	120340582	120343174	2593	1	C1ql2	-299
chr1	121527358	121527357	0	1	0.2377401	0.0509957	-0.1867444	0.0471319	Promoter (1-2kb)	121509773	121528465	18693	2	Htr5b	1108
chr1	121527675	121527674	0	1	0.0171994	0.3051871	0.2879876	0.0341688	Promoter (<=1kb)	121509773	121528465	18693	2	Htr5b	791
chr1	121527912	121527911	0	1	0.2924985	0.0137895	-0.278709	0.0407043	Promoter (<=1kb)	121509773	121528465	18693	2	Htr5b	554
chr1	124047171	124047170	0	1	0.4619847	0.7469521	0.2849674	0.0426484	Promoter (1-2kb)	123332138	124045559	713422	2	Dpp10	-1612
chr1	127203946	127203945	0	1	0.3890363	0.1530033	-0.236033	0.0316927	Promoter (1-2kb)	127204986	127482972	277987	1	Mgat5	-1041
chr1	127203986	127203985	0	1	0.1759619	0.0390688	-0.1368931	0.0419328	Promoter (1-2kb)	127204986	127482972	277987	1	Mgat5	-1001
chr1	128358013	128358012	0	1	0.0994896	0.4059804	0.3064908	0.0345517	Promoter (1-2kb)	128331591	128359656	28066	2	Mcm6	1644
chr1	130719357	130719356	0	1	0.6991893	0.4588762	-0.2403131	0.0411663	Promoter (2-3kb)	130717327	130722057	4731	1	Yod1	2030
chr1	131244051	131244050	0	1	0.171331	0.6468061	0.4754751	0.0055217	Promoter (1-2kb)	131176410	131245178	68769	2	Rassf5	1128
chr1	131745109	131745108	0	1	0.4423897	0.8542615	0.4118719	0.0433605	Promoter (1-2kb)	131744022	131770405	26384	1	Slc26a9	1087
chr1	131798097	131798096	0	1	0.951399	0.6875951	-0.2638039	0.0458072	Promoter (<=1kb)	131797395	131818115	20721	1	Pm20d1	702
chr1	132068246	132068245	0	1	0.0885518	0.3754216	0.2868698	0.0405214	Promoter (<=1kb)	132026621	132068062	41442	2	Mfsd4	-184
chr1	132138819	132138818	0	1	0.0227988	0.3162552	0.2934563	0.0180485	Promoter (<=1kb)	132113547	132139685	26139	2	Cdk18	867
chr1	132197713	132197712	0	1	0.3410883	0.7598361	0.4187478	0.0464991	Promoter (<=1kb)	132198088	132198184	97	1	Mir135b	-376
chr1	132197761	132197760	0	1	0.5400215	0.9495545	0.409533	0.0366197	Promoter (<=1kb)	132198088	132198184	97	1	Mir135b	-328
chr1	132543303	132543302	0	1	0.0661393	0.3946418	0.3285025	0.0481087	Promoter (<=1kb)	132509425	132542940	33516	2	Cntn2	-363
chr1	132881292	132881291	0	1	0.0171572	0.3000877	0.2829305	0.0344164	Promoter (<=1kb)	132880355	132940005	59651	1	Lrrn2	937
chr1	132882214	132882213	0	1	0.3256354	0.6713852	0.3457498	0.0351497	Promoter (1-2kb)	132880355	132940005	59651	1	Lrrn2	1859
chr1	133129493	133129492	0	1	0.8210734	0.4775759	-0.3434975	0.0493721	Promoter (1-2kb)	133131166	133139800	8635	1	Ppp1r15b	-1674
chr1	133421799	133421798	0	1	0.917011	0.5832656	-0.3337454	0.0254865	Promoter (2-3kb)	133382300	133424212	41913	2	Sox13	2414
chr1	133422520	133422519	0	1	0.5187258	0.7739759	0.2552501	0.0370684	Promoter (1-2kb)	133382300	133424212	41913	2	Sox13	1693
chr1	133422742	133422741	0	1	0.0324925	0.3123903	0.2798978	0.0446032	Promoter (1-2kb)	133382300	133424212	41913	2	Sox13	1471
chr1	133422759	133422758	0	1	0.0967517	0.4781136	0.3813619	0.033773	Promoter (1-2kb)	133382300	133424212	41913	2	Sox13	1454
chr1	133906607	133906606	0	1	0.2574414	0.7649431	0.5075017	0.0302839	Promoter (1-2kb)	133897194	133907999	10806	2	Optc	1393
chr1	133906873	133906872	0	1	0.5089087	0.7724909	0.2635822	0.0377249	Promoter (1-2kb)	133897194	133907999	10806	2	Optc	1127
chr1	134232959	134232958	0	1	0.3567207	0.0212267	-0.335494	0.0287948	Promoter (2-3kb)	134199215	134235457	36243	2	Adora1	2499
chr1	134237294	134237293	0	1	0.255016	0.0124964	-0.2425195	0.0361639	Promoter (1-2kb)	134199215	134235457	36243	2	Adora1	-1837
chr1	134549892	134549891	0	1	0.230851	0.8490886	0.6182376	0.0139458	Promoter (<=1kb)	134540941	134549682	8742	2	Mgat4e	-210
chr1	135261263	135261262	0	1	0.4703163	0.1347516	-0.3355647	0.0126748	Promoter (2-3kb)	135253574	135258472	4899	2	Elf3	-2791
chr1	135765246	135765245	0	1	0.7702956	0.3688076	-0.4014881	0.0463401	Promoter (<=1kb)	135766085	135769134	3050	1	Phlda3	-840
chr1	135819694	135819693	0	1	0.1751872	0.0101083	-0.1650789	0.040611	Promoter (1-2kb)	135818598	135833341	14744	1	Lad1	1096
chr1	135835206	135835205	0	1	0.5980288	0.9097837	0.3117548	0.0333422	Promoter (1-2kb)	135836334	135852268	15935	1	Tnnt2	-1129
chr1	136130909	136130908	0	1	0.4396009	0.8221018	0.3825009	0.0446902	Promoter (<=1kb)	136127719	136131183	3465	2	Gm15850	275
chr1	136231765	136231764	0	1	0.0283177	0.2908234	0.2625058	0.0466199	Promoter (2-3kb)	136213522	136234280	20759	2	5730559C18Rik	2516
chr1	136626370	136626369	0	1	0.7968853	0.977631	0.1807458	0.0297134	Promoter (1-2kb)	136624901	136630391	5491	1	Zfp281	1469
chr1	138620703	138620702	0	1	0.2889011	0.719873	0.4309718	0.0318383	Promoter (1-2kb)	138484714	138619696	134983	2	Nek7	-1007
chr1	138847982	138847981	0	1	0.0283177	0.4185303	0.3902127	0.0384944	Promoter (<=1kb)	138825186	138847579	22394	2	Lhx9	-403
chr1	138857086	138857085	0	1	0.4057925	0.1485835	-0.257209	0.0409012	Promoter (<=1kb)	138851979	138856854	4876	2	2310009B15Rik	-232
chr1	139424072	139424071	0	1	0.8863664	0.5318216	-0.3545448	0.04525	Promoter (1-2kb)	139422383	139453007	30625	1	Zbtb41	1689
chr1	139424262	139424261	0	1	0.4029106	0.707927	0.3050164	0.0342989	Promoter (1-2kb)	139422383	139453007	30625	1	Zbtb41	1879
chr1	139558212	139558211	0	1	0.9710799	0.7770692	-0.1940108	0.029627	Promoter (2-3kb)	139547064	139560222	13159	2	Cfhr1	2011
chr1	140246565	140246564	0	1	0.0513641	0.306666	0.2553019	0.0138611	Promoter (<=1kb)	140246257	140610261	364005	1	Kcnt2	308
chr1	143740827	143740826	0	1	0.063917	0.3197482	0.2558312	0.0330508	Promoter (1-2kb)	143739349	143749678	10330	1	Glrx2	1478
chr1	143741428	143741427	0	1	0.8469207	0.2606384	-0.5862823	0.0462462	Promoter (2-3kb)	143739349	143749678	10330	1	Glrx2	2079
chr1	144005222	144005221	0	1	0.3688391	0.1485796	-0.2202596	0.0183463	Promoter (1-2kb)	143999338	144004149	4812	2	Rgs2	-1073
chr1	151570837	151570836	0	1	0.8778154	0.5920505	-0.2857649	0.031384	Promoter (<=1kb)	151571373	151719347	147975	1	Fam129a	-537
